country,country_iso,year,sex,age,suicides_no,population,suicides/100k pop,gdp_for_year($),gdp_per_capita($)
Albania,ALB,2009,male,35-54 years,0,374365,0,12044212904,4387
Albania,ALB,2009,male,55-74 years,0,234570,0,12044212904,4387
Albania,ALB,2009,male,75+ years,0,47331,0,12044212904,4387
Albania,ALB,2009,female,5-14 years,0,236174,0,12044212904,4387
Albania,ALB,2009,female,15-24 years,0,270003,0,12044212904,4387
Albania,ALB,2009,female,25-34 years,0,182712,0,12044212904,4387
Albania,ALB,2009,female,35-54 years,0,394286,0,12044212904,4387
Albania,ALB,2009,female,55-74 years,0,233302,0,12044212904,4387
Albania,ALB,2009,female,75+ years,0,61582,0,12044212904,4387
Albania,ALB,2010,male,5-14 years,0,240939,0,11926953259,4359
Albania,ALB,2010,male,15-24 years,10,279508,3.58,11926953259,4359
Albania,ALB,2010,male,25-34 years,9,179720,5.01,11926953259,4359
Albania,ALB,2010,male,35-54 years,20,371611,5.38,11926953259,4359
Albania,ALB,2010,male,55-74 years,20,241852,8.27,11926953259,4359
Albania,ALB,2010,male,75+ years,2,50767,3.94,11926953259,4359
Albania,ALB,2010,female,5-14 years,2,223969,0.89,11926953259,4359
Albania,ALB,2010,female,15-24 years,6,263581,2.28,11926953259,4359
Albania,ALB,2010,female,25-34 years,6,183579,3.27,11926953259,4359
Albania,ALB,2010,female,35-54 years,12,394593,3.04,11926953259,4359
Albania,ALB,2010,female,55-74 years,7,241491,2.9,11926953259,4359
Albania,ALB,2010,female,75+ years,2,64415,3.1,11926953259,4359
Antigua and Barbuda,ATG,2006,male,5-14 years,0,8485,0,1157005444,14114
Antigua and Barbuda,ATG,2006,male,15-24 years,0,7239,0,1157005444,14114
Antigua and Barbuda,ATG,2006,male,25-34 years,0,6319,0,1157005444,14114
Antigua and Barbuda,ATG,2006,male,35-54 years,0,12202,0,1157005444,14114
Antigua and Barbuda,ATG,2006,male,55-74 years,0,3847,0,1157005444,14114
Antigua and Barbuda,ATG,2006,male,75+ years,0,1107,0,1157005444,14114
Antigua and Barbuda,ATG,2006,female,5-14 years,0,8571,0,1157005444,14114
Antigua and Barbuda,ATG,2006,female,15-24 years,0,7902,0,1157005444,14114
Antigua and Barbuda,ATG,2006,female,25-34 years,0,7098,0,1157005444,14114
Antigua and Barbuda,ATG,2006,female,35-54 years,0,13374,0,1157005444,14114
Antigua and Barbuda,ATG,2006,female,55-74 years,0,4256,0,1157005444,14114
Antigua and Barbuda,ATG,2006,female,75+ years,0,1573,0,1157005444,14114
Antigua and Barbuda,ATG,2007,male,5-14 years,0,8564,0,1311401333,15775
Antigua and Barbuda,ATG,2007,male,15-24 years,0,7330,0,1311401333,15775
Antigua and Barbuda,ATG,2007,male,25-34 years,0,6267,0,1311401333,15775
Antigua and Barbuda,ATG,2007,male,35-54 years,1,12530,7.98,1311401333,15775
Antigua and Barbuda,ATG,2007,male,55-74 years,0,3988,0,1311401333,15775
Antigua and Barbuda,ATG,2007,male,75+ years,0,1094,0,1311401333,15775
Antigua and Barbuda,ATG,2007,female,5-14 years,0,8555,0,1311401333,15775
Antigua and Barbuda,ATG,2007,female,15-24 years,0,8013,0,1311401333,15775
Antigua and Barbuda,ATG,2007,female,25-34 years,0,6962,0,1311401333,15775
Antigua and Barbuda,ATG,2007,female,35-54 years,0,13860,0,1311401333,15775
Antigua and Barbuda,ATG,2007,female,55-74 years,0,4400,0,1311401333,15775
Antigua and Barbuda,ATG,2007,female,75+ years,0,1568,0,1311401333,15775
Antigua and Barbuda,ATG,2008,male,5-14 years,0,8599,0,1368431037,16238
Antigua and Barbuda,ATG,2008,male,15-24 years,0,7404,0,1368431037,16238
Antigua and Barbuda,ATG,2008,male,25-34 years,0,6274,0,1368431037,16238
Antigua and Barbuda,ATG,2008,male,35-54 years,0,12782,0,1368431037,16238
Antigua and Barbuda,ATG,2008,male,55-74 years,0,4158,0,1368431037,16238
Antigua and Barbuda,ATG,2008,male,75+ years,0,1069,0,1368431037,16238
Antigua and Barbuda,ATG,2008,female,5-14 years,0,8537,0,1368431037,16238
Antigua and Barbuda,ATG,2008,female,15-24 years,0,8108,0,1368431037,16238
Antigua and Barbuda,ATG,2008,female,25-34 years,0,6910,0,1368431037,16238
Antigua and Barbuda,ATG,2008,female,35-54 years,0,14278,0,1368431037,16238
Antigua and Barbuda,ATG,2008,female,55-74 years,0,4587,0,1368431037,16238
Antigua and Barbuda,ATG,2008,female,75+ years,0,1567,0,1368431037,16238
Antigua and Barbuda,ATG,2009,male,5-14 years,0,8599,0,1224253000,14335
Antigua and Barbuda,ATG,2009,male,15-24 years,0,7489,0,1224253000,14335
Antigua and Barbuda,ATG,2009,male,25-34 years,0,6325,0,1224253000,14335
Antigua and Barbuda,ATG,2009,male,35-54 years,0,12978,0,1224253000,14335
Antigua and Barbuda,ATG,2009,male,55-74 years,0,4349,0,1224253000,14335
Antigua and Barbuda,ATG,2009,male,75+ years,0,1042,0,1224253000,14335
Antigua and Barbuda,ATG,2009,female,5-14 years,0,8514,0,1224253000,14335
Antigua and Barbuda,ATG,2009,female,15-24 years,0,8199,0,1224253000,14335
Antigua and Barbuda,ATG,2009,female,25-34 years,0,6917,0,1224253000,14335
Antigua and Barbuda,ATG,2009,female,35-54 years,0,14629,0,1224253000,14335
Antigua and Barbuda,ATG,2009,female,55-74 years,0,4793,0,1224253000,14335
Antigua and Barbuda,ATG,2009,female,75+ years,0,1571,0,1224253000,14335
Antigua and Barbuda,ATG,2012,male,5-14 years,0,8475,0,1211411704,13657
Antigua and Barbuda,ATG,2012,male,15-24 years,0,7893,0,1211411704,13657
Antigua and Barbuda,ATG,2012,male,25-34 years,0,6629,0,1211411704,13657
Antigua and Barbuda,ATG,2012,male,35-54 years,0,13280,0,1211411704,13657
Antigua and Barbuda,ATG,2012,male,55-74 years,0,4994,0,1211411704,13657
Antigua and Barbuda,ATG,2012,male,75+ years,0,1051,0,1211411704,13657
Antigua and Barbuda,ATG,2012,female,5-14 years,0,8401,0,1211411704,13657
Antigua and Barbuda,ATG,2012,female,15-24 years,0,8435,0,1211411704,13657
Antigua and Barbuda,ATG,2012,female,25-34 years,0,7215,0,1211411704,13657
Antigua and Barbuda,ATG,2012,female,35-54 years,0,15193,0,1211411704,13657
Antigua and Barbuda,ATG,2012,female,55-74 years,0,5512,0,1211411704,13657
Antigua and Barbuda,ATG,2012,female,75+ years,0,1625,0,1211411704,13657
Antigua and Barbuda,ATG,2013,male,5-14 years,0,8405,0,1192925407,13287
Antigua and Barbuda,ATG,2013,male,15-24 years,0,8061,0,1192925407,13287
Antigua and Barbuda,ATG,2013,male,25-34 years,0,6782,0,1192925407,13287
Antigua and Barbuda,ATG,2013,male,35-54 years,0,13302,0,1192925407,13287
Antigua and Barbuda,ATG,2013,male,55-74 years,0,5238,0,1192925407,13287
Antigua and Barbuda,ATG,2013,male,75+ years,0,1072,0,1192925407,13287
Antigua and Barbuda,ATG,2013,female,5-14 years,0,8353,0,1192925407,13287
Antigua and Barbuda,ATG,2013,female,15-24 years,0,8494,0,1192925407,13287
Antigua and Barbuda,ATG,2013,female,25-34 years,0,7397,0,1192925407,13287
Antigua and Barbuda,ATG,2013,female,35-54 years,0,15236,0,1192925407,13287
Antigua and Barbuda,ATG,2013,female,55-74 years,0,5787,0,1192925407,13287
Antigua and Barbuda,ATG,2013,female,75+ years,0,1652,0,1192925407,13287
Antigua and Barbuda,ATG,2014,male,5-14 years,0,8335,0,1280133333,14093
Antigua and Barbuda,ATG,2014,male,15-24 years,0,8208,0,1280133333,14093
Antigua and Barbuda,ATG,2014,male,25-34 years,0,6928,0,1280133333,14093
Antigua and Barbuda,ATG,2014,male,35-54 years,0,13325,0,1280133333,14093
Antigua and Barbuda,ATG,2014,male,55-74 years,0,5503,0,1280133333,14093
Antigua and Barbuda,ATG,2014,male,75+ years,0,1083,0,1280133333,14093
Antigua and Barbuda,ATG,2014,female,5-14 years,0,8296,0,1280133333,14093
Antigua and Barbuda,ATG,2014,female,15-24 years,0,8537,0,1280133333,14093
Antigua and Barbuda,ATG,2014,female,25-34 years,0,7578,0,1280133333,14093
Antigua and Barbuda,ATG,2014,female,35-54 years,0,15273,0,1280133333,14093
Antigua and Barbuda,ATG,2014,female,55-74 years,0,6085,0,1280133333,14093
Antigua and Barbuda,ATG,2014,female,75+ years,0,1686,0,1280133333,14093
Antigua and Barbuda,ATG,2015,male,5-14 years,0,8268,0,1364863037,14853
Antigua and Barbuda,ATG,2015,male,15-24 years,0,8331,0,1364863037,14853
Antigua and Barbuda,ATG,2015,male,25-34 years,0,7059,0,1364863037,14853
Antigua and Barbuda,ATG,2015,male,35-54 years,0,13370,0,1364863037,14853
Antigua and Barbuda,ATG,2015,male,55-74 years,0,5784,0,1364863037,14853
Antigua and Barbuda,ATG,2015,male,75+ years,0,1087,0,1364863037,14853
Antigua and Barbuda,ATG,2015,female,5-14 years,0,8239,0,1364863037,14853
Antigua and Barbuda,ATG,2015,female,15-24 years,0,8561,0,1364863037,14853
Antigua and Barbuda,ATG,2015,female,25-34 years,0,7740,0,1364863037,14853
Antigua and Barbuda,ATG,2015,female,35-54 years,0,15323,0,1364863037,14853
Antigua and Barbuda,ATG,2015,female,55-74 years,1,6403,15.62,1364863037,14853
Antigua and Barbuda,ATG,2015,female,75+ years,0,1724,0,1364863037,14853
Argentina,ARG,2006,male,5-14 years,39,3527369,1.11,2.33E+11,6475
Argentina,ARG,2006,male,15-24 years,656,3357424,19.54,2.33E+11,6475
Argentina,ARG,2006,male,25-34 years,483,3068991,15.74,2.33E+11,6475
Argentina,ARG,2006,male,35-54 years,585,4383730,13.34,2.33E+11,6475
Argentina,ARG,2006,male,55-74 years,487,2540712,19.17,2.33E+11,6475
Argentina,ARG,2006,male,75+ years,246,620010,39.68,2.33E+11,6475
Argentina,ARG,2006,female,5-14 years,26,3412126,0.76,2.33E+11,6475
Argentina,ARG,2006,female,15-24 years,175,3271703,5.35,2.33E+11,6475
Argentina,ARG,2006,female,25-34 years,105,3070419,3.42,2.33E+11,6475
Argentina,ARG,2006,female,35-54 years,160,4549471,3.52,2.33E+11,6475
Argentina,ARG,2006,female,55-74 years,115,2983954,3.85,2.33E+11,6475
Argentina,ARG,2006,female,75+ years,31,1132977,2.74,2.33E+11,6475
Argentina,ARG,2007,male,5-14 years,45,3530454,1.27,2.88E+11,7918
Argentina,ARG,2007,male,15-24 years,577,3381171,17.07,2.88E+11,7918
Argentina,ARG,2007,male,25-34 years,490,3125322,15.68,2.88E+11,7918
Argentina,ARG,2007,male,35-54 years,571,4436541,12.87,2.88E+11,7918
Argentina,ARG,2007,male,55-74 years,438,2582754,16.96,2.88E+11,7918
Argentina,ARG,2007,male,75+ years,225,634995,35.43,2.88E+11,7918
Argentina,ARG,2007,female,5-14 years,34,3414627,1,2.88E+11,7918
Argentina,ARG,2007,female,15-24 years,146,3292790,4.43,2.88E+11,7918
Argentina,ARG,2007,female,25-34 years,126,3120162,4.04,2.88E+11,7918
Argentina,ARG,2007,female,35-54 years,155,4601874,3.37,2.88E+11,7918
Argentina,ARG,2007,female,55-74 years,108,3033008,3.56,2.88E+11,7918
Argentina,ARG,2007,female,75+ years,31,1161794,2.67,2.88E+11,7918
Argentina,ARG,2008,male,5-14 years,39,3539110,1.1,3.62E+11,9843
Argentina,ARG,2008,male,15-24 years,625,3410092,18.33,3.62E+11,9843
Argentina,ARG,2008,male,25-34 years,531,3172743,16.74,3.62E+11,9843
Argentina,ARG,2008,male,35-54 years,582,4496672,12.94,3.62E+11,9843
Argentina,ARG,2008,male,55-74 years,463,2630686,17.6,3.62E+11,9843
Argentina,ARG,2008,male,75+ years,208,646185,32.19,3.62E+11,9843
Argentina,ARG,2008,female,5-14 years,20,3422263,0.58,3.62E+11,9843
Argentina,ARG,2008,female,15-24 years,180,3319037,5.42,3.62E+11,9843
Argentina,ARG,2008,female,25-34 years,94,3159967,2.97,3.62E+11,9843
Argentina,ARG,2008,female,35-54 years,173,4660022,3.71,3.62E+11,9843
Argentina,ARG,2008,female,55-74 years,108,3088727,3.5,3.62E+11,9843
Argentina,ARG,2008,female,75+ years,36,1188016,3.03,3.62E+11,9843
Argentina,ARG,2009,male,5-14 years,34,3553154,0.96,3.33E+11,8961
Argentina,ARG,2009,male,15-24 years,609,3436265,17.72,3.33E+11,8961
Argentina,ARG,2009,male,25-34 years,504,3210244,15.7,3.33E+11,8961
Argentina,ARG,2009,male,35-54 years,542,4566645,11.87,3.33E+11,8961
Argentina,ARG,2009,male,55-74 years,434,2683502,16.17,3.33E+11,8961
Argentina,ARG,2009,male,75+ years,177,653486,27.09,3.33E+11,8961
Argentina,ARG,2009,female,5-14 years,28,3434884,0.82,3.33E+11,8961
Argentina,ARG,2009,female,15-24 years,164,3342385,4.91,3.33E+11,8961
Argentina,ARG,2009,female,25-34 years,105,3189773,3.29,3.33E+11,8961
Argentina,ARG,2009,female,35-54 years,150,4726814,3.17,3.33E+11,8961
Argentina,ARG,2009,female,55-74 years,112,3148915,3.56,3.33E+11,8961
Argentina,ARG,2009,female,75+ years,25,1211934,2.06,3.33E+11,8961
Argentina,ARG,2010,male,5-14 years,33,3570316,0.92,4.24E+11,11273
Argentina,ARG,2010,male,15-24 years,683,3455127,19.77,4.24E+11,11273
Argentina,ARG,2010,male,25-34 years,485,3237957,14.98,4.24E+11,11273
Argentina,ARG,2010,male,35-54 years,573,4648068,12.33,4.24E+11,11273
Argentina,ARG,2010,male,55-74 years,397,2740656,14.49,4.24E+11,11273
Argentina,ARG,2010,male,75+ years,206,657096,31.35,4.24E+11,11273
Argentina,ARG,2010,female,5-14 years,20,3450419,0.58,4.24E+11,11273
Argentina,ARG,2010,female,15-24 years,150,3358103,4.47,4.24E+11,11273
Argentina,ARG,2010,female,25-34 years,101,3210247,3.15,4.24E+11,11273
Argentina,ARG,2010,female,35-54 years,162,4804030,3.37,4.24E+11,11273
Argentina,ARG,2010,female,55-74 years,99,3212253,3.08,4.24E+11,11273
Argentina,ARG,2010,female,75+ years,34,1234182,2.75,4.24E+11,11273
Argentina,ARG,2011,male,5-14 years,28,3592374,0.78,5.30E+11,13946
Argentina,ARG,2011,male,15-24 years,693,3471151,19.96,5.30E+11,13946
Argentina,ARG,2011,male,25-34 years,510,3258804,15.65,5.30E+11,13946
Argentina,ARG,2011,male,35-54 years,504,4738525,10.64,5.30E+11,13946
Argentina,ARG,2011,male,55-74 years,416,2788575,14.92,5.30E+11,13946
Argentina,ARG,2011,male,75+ years,178,674738,26.38,5.30E+11,13946
Argentina,ARG,2011,female,5-14 years,29,3472180,0.84,5.30E+11,13946
Argentina,ARG,2011,female,15-24 years,172,3372659,5.1,5.30E+11,13946
Argentina,ARG,2011,female,25-34 years,102,3224774,3.16,5.30E+11,13946
Argentina,ARG,2011,female,35-54 years,157,4893085,3.21,5.30E+11,13946
Argentina,ARG,2011,female,55-74 years,93,3268753,2.85,5.30E+11,13946
Argentina,ARG,2011,female,75+ years,30,1260121,2.38,5.30E+11,13946
Argentina,ARG,2012,male,5-14 years,29,3615254,0.8,5.46E+11,14203
Argentina,ARG,2012,male,15-24 years,745,3480902,21.4,5.46E+11,14203
Argentina,ARG,2012,male,25-34 years,616,3268154,18.85,5.46E+11,14203
Argentina,ARG,2012,male,35-54 years,554,4841057,11.44,5.46E+11,14203
Argentina,ARG,2012,male,55-74 years,451,2839783,15.88,5.46E+11,14203
Argentina,ARG,2012,male,75+ years,225,688560,32.68,5.46E+11,14203
Argentina,ARG,2012,female,5-14 years,17,3494571,0.49,5.46E+11,14203
Argentina,ARG,2012,female,15-24 years,204,3380770,6.03,5.46E+11,14203
Argentina,ARG,2012,female,25-34 years,102,3228400,3.16,5.46E+11,14203
Argentina,ARG,2012,female,35-54 years,164,4993138,3.28,5.46E+11,14203
Argentina,ARG,2012,female,55-74 years,108,3328463,3.24,5.46E+11,14203
Argentina,ARG,2012,female,75+ years,33,1282726,2.57,5.46E+11,14203
Argentina,ARG,2013,male,5-14 years,33,3637026,0.91,5.52E+11,14206
Argentina,ARG,2013,male,15-24 years,696,3486661,19.96,5.52E+11,14206
Argentina,ARG,2013,male,25-34 years,499,3271373,15.25,5.52E+11,14206
Argentina,ARG,2013,male,35-54 years,604,4950850,12.2,5.52E+11,14206
Argentina,ARG,2013,male,55-74 years,398,2894129,13.75,5.52E+11,14206
Argentina,ARG,2013,male,75+ years,168,699046,24.03,5.52E+11,14206
Argentina,ARG,2013,female,5-14 years,32,3515742,0.91,5.52E+11,14206
Argentina,ARG,2013,female,15-24 years,167,3384642,4.93,5.52E+11,14206
Argentina,ARG,2013,female,25-34 years,102,3226464,3.16,5.52E+11,14206
Argentina,ARG,2013,female,35-54 years,157,5099167,3.08,5.52E+11,14206
Argentina,ARG,2013,female,55-74 years,102,3390673,3.01,5.52E+11,14206
Argentina,ARG,2013,female,75+ years,29,1303352,2.23,5.52E+11,14206
Argentina,ARG,2014,male,5-14 years,34,3655965,0.93,5.26E+11,13400
Argentina,ARG,2014,male,15-24 years,738,3492454,21.13,5.26E+11,13400
Argentina,ARG,2014,male,25-34 years,531,3276955,16.2,5.26E+11,13400
Argentina,ARG,2014,male,35-54 years,644,5060862,12.73,5.26E+11,13400
Argentina,ARG,2014,male,55-74 years,405,2951616,13.72,5.26E+11,13400
Argentina,ARG,2014,male,75+ years,192,706897,27.16,5.26E+11,13400
Argentina,ARG,2014,female,5-14 years,35,3533961,0.99,5.26E+11,13400
Argentina,ARG,2014,female,15-24 years,204,3388324,6.02,5.26E+11,13400
Argentina,ARG,2014,female,25-34 years,118,3227239,3.66,5.26E+11,13400
Argentina,ARG,2014,female,35-54 years,196,5203634,3.77,5.26E+11,13400
Argentina,ARG,2014,female,55-74 years,109,3454994,3.15,5.26E+11,13400
Argentina,ARG,2014,female,75+ years,25,1323654,1.89,5.26E+11,13400
Argentina,ARG,2015,male,5-14 years,39,3672155,1.06,5.95E+11,14981
Argentina,ARG,2015,male,15-24 years,656,3500580,18.74,5.95E+11,14981
Argentina,ARG,2015,male,25-34 years,465,3289927,14.13,5.95E+11,14981
Argentina,ARG,2015,male,35-54 years,633,5166179,12.25,5.95E+11,14981
Argentina,ARG,2015,male,55-74 years,431,3011963,14.31,5.95E+11,14981
Argentina,ARG,2015,male,75+ years,245,712691,34.38,5.95E+11,14981
Argentina,ARG,2015,female,5-14 years,19,3549219,0.54,5.95E+11,14981
Argentina,ARG,2015,female,15-24 years,153,3394201,4.51,5.95E+11,14981
Argentina,ARG,2015,female,25-34 years,114,3235582,3.52,5.95E+11,14981
Argentina,ARG,2015,female,35-54 years,166,5301368,3.13,5.95E+11,14981
Argentina,ARG,2015,female,55-74 years,125,3520779,3.55,5.95E+11,14981
Argentina,ARG,2015,female,75+ years,27,1344980,2.01,5.95E+11,14981
Armenia,ARM,2006,male,5-14 years,1,221941,0.45,6384451606,2310
Armenia,ARM,2006,male,15-24 years,10,276127,3.62,6384451606,2310
Armenia,ARM,2006,male,25-34 years,6,188382,3.19,6384451606,2310
Armenia,ARM,2006,male,35-54 years,17,367346,4.63,6384451606,2310
Armenia,ARM,2006,male,55-74 years,21,184526,11.38,6384451606,2310
Armenia,ARM,2006,male,75+ years,6,48123,12.47,6384451606,2310
Armenia,ARM,2006,female,5-14 years,0,203195,0,6384451606,2310
Armenia,ARM,2006,female,15-24 years,0,290966,0,6384451606,2310
Armenia,ARM,2006,female,25-34 years,2,215884,0.93,6384451606,2310
Armenia,ARM,2006,female,35-54 years,5,450477,1.11,6384451606,2310
Armenia,ARM,2006,female,55-74 years,8,238745,3.35,6384451606,2310
Armenia,ARM,2006,female,75+ years,2,78684,2.54,6384451606,2310
Armenia,ARM,2007,male,5-14 years,1,210620,0.47,9206301700,3366
Armenia,ARM,2007,male,15-24 years,7,272188,2.57,9206301700,3366
Armenia,ARM,2007,male,25-34 years,4,191561,2.09,9206301700,3366
Armenia,ARM,2007,male,35-54 years,19,362189,5.25,9206301700,3366
Armenia,ARM,2007,male,55-74 years,13,185290,7.02,9206301700,3366
Armenia,ARM,2007,male,75+ years,7,49296,14.2,9206301700,3366
Armenia,ARM,2007,female,5-14 years,0,190490,0,9206301700,3366
Armenia,ARM,2007,female,15-24 years,3,288510,1.04,9206301700,3366
Armenia,ARM,2007,female,25-34 years,0,220144,0,9206301700,3366
Armenia,ARM,2007,female,35-54 years,8,444817,1.8,9206301700,3366
Armenia,ARM,2007,female,55-74 years,8,240998,3.32,9206301700,3366
Armenia,ARM,2007,female,75+ years,1,79210,1.26,9206301700,3366
Armenia,ARM,2008,male,5-14 years,1,220896,0.45,11662040714,3829
Armenia,ARM,2008,male,15-24 years,3,317794,0.94,11662040714,3829
Armenia,ARM,2008,male,25-34 years,4,250190,1.6,11662040714,3829
Armenia,ARM,2008,male,35-54 years,11,429649,2.56,11662040714,3829
Armenia,ARM,2008,male,55-74 years,18,198978,9.05,11662040714,3829
Armenia,ARM,2008,male,75+ years,7,46886,14.93,11662040714,3829
Armenia,ARM,2008,female,5-14 years,1,198065,0.5,11662040714,3829
Armenia,ARM,2008,female,15-24 years,1,309009,0.32,11662040714,3829
Armenia,ARM,2008,female,25-34 years,2,254728,0.79,11662040714,3829
Armenia,ARM,2008,female,35-54 years,10,477501,2.09,11662040714,3829
Armenia,ARM,2008,female,55-74 years,5,260264,1.92,11662040714,3829
Armenia,ARM,2008,female,75+ years,0,81431,0,11662040714,3829
Armenia,ARM,2009,male,5-14 years,0,195630,0,8647936748,3215
Armenia,ARM,2009,male,15-24 years,5,259772,1.92,8647936748,3215
Armenia,ARM,2009,male,25-34 years,2,198646,1.01,8647936748,3215
Armenia,ARM,2009,male,35-54 years,17,351694,4.83,8647936748,3215
Armenia,ARM,2009,male,55-74 years,11,189632,5.8,8647936748,3215
Armenia,ARM,2009,male,75+ years,8,50759,15.76,8647936748,3215
Armenia,ARM,2009,female,5-14 years,0,172560,0,8647936748,3215
Armenia,ARM,2009,female,15-24 years,1,278535,0.36,8647936748,3215
Armenia,ARM,2009,female,25-34 years,2,230582,0.87,8647936748,3215
Armenia,ARM,2009,female,35-54 years,3,433390,0.69,8647936748,3215
Armenia,ARM,2009,female,55-74 years,3,248767,1.21,8647936748,3215
Armenia,ARM,2009,female,75+ years,1,79728,1.25,8647936748,3215
Armenia,ARM,2010,male,5-14 years,2,191722,1.04,9260284938,3460
Armenia,ARM,2010,male,15-24 years,8,252152,3.17,9260284938,3460
Armenia,ARM,2010,male,25-34 years,10,202936,4.93,9260284938,3460
Armenia,ARM,2010,male,35-54 years,15,346739,4.33,9260284938,3460
Armenia,ARM,2010,male,55-74 years,13,193100,6.73,9260284938,3460
Armenia,ARM,2010,male,75+ years,6,52333,11.47,9260284938,3460
Armenia,ARM,2010,female,5-14 years,2,167142,1.2,9260284938,3460
Armenia,ARM,2010,female,15-24 years,2,270727,0.74,9260284938,3460
Armenia,ARM,2010,female,25-34 years,1,236851,0.42,9260284938,3460
Armenia,ARM,2010,female,35-54 years,5,427571,1.17,9260284938,3460
Armenia,ARM,2010,female,55-74 years,7,253182,2.76,9260284938,3460
Armenia,ARM,2010,female,75+ years,2,81770,2.45,9260284938,3460
Armenia,ARM,2011,male,5-14 years,0,189377,0,10142111334,3798
Armenia,ARM,2011,male,15-24 years,7,245227,2.85,10142111334,3798
Armenia,ARM,2011,male,25-34 years,8,209914,3.81,10142111334,3798
Armenia,ARM,2011,male,35-54 years,23,341199,6.74,10142111334,3798
Armenia,ARM,2011,male,55-74 years,11,194982,5.64,10142111334,3798
Armenia,ARM,2011,male,75+ years,2,55565,3.6,10142111334,3798
Armenia,ARM,2011,female,5-14 years,0,164004,0,10142111334,3798
Armenia,ARM,2011,female,15-24 years,4,259823,1.54,10142111334,3798
Armenia,ARM,2011,female,25-34 years,0,244912,0,10142111334,3798
Armenia,ARM,2011,female,35-54 years,3,422179,0.71,10142111334,3798
Armenia,ARM,2011,female,55-74 years,3,256541,1.17,10142111334,3798
Armenia,ARM,2011,female,75+ years,6,86643,6.92,10142111334,3798
Armenia,ARM,2012,male,5-14 years,1,192409,0.52,10619320049,3773
Armenia,ARM,2012,male,15-24 years,5,255119,1.96,10619320049,3773
Armenia,ARM,2012,male,25-34 years,11,245443,4.48,10619320049,3773
Armenia,ARM,2012,male,35-54 years,26,376743,6.9,10619320049,3773
Armenia,ARM,2012,male,55-74 years,11,212482,5.18,10619320049,3773
Armenia,ARM,2012,male,75+ years,5,56598,8.83,10619320049,3773
Armenia,ARM,2012,female,5-14 years,0,167066,0,10619320049,3773
Armenia,ARM,2012,female,15-24 years,2,255088,0.78,10619320049,3773
Armenia,ARM,2012,female,25-34 years,4,259768,1.54,10619320049,3773
Armenia,ARM,2012,female,35-54 years,7,428953,1.63,10619320049,3773
Armenia,ARM,2012,female,55-74 years,4,273394,1.46,10619320049,3773
Armenia,ARM,2012,female,75+ years,3,91237,3.29,10619320049,3773
