country,country_iso,year,sex,age,suicides_no,population,suicides/100k pop,gdp_for_year($),gdp_per_capita($)
Belize,BLZ,2011,female,25-34 years,0,26338,0,1487005600,5098
Belize,BLZ,2011,female,35-54 years,1,34151,2.93,1487005600,5098
Belize,BLZ,2011,female,55-74 years,0,11025,0,1487005600,5098
Belize,BLZ,2011,female,75+ years,0,2410,0,1487005600,5098
Belize,BLZ,2012,male,5-14 years,0,39194,0,1573670250,5264
Belize,BLZ,2012,male,15-24 years,1,34413,2.91,1573670250,5264
Belize,BLZ,2012,male,25-34 years,6,25854,23.21,1573670250,5264
Belize,BLZ,2012,male,35-54 years,6,34785,17.25,1573670250,5264
Belize,BLZ,2012,male,55-74 years,3,12340,24.31,1573670250,5264
Belize,BLZ,2012,male,75+ years,0,2331,0,1573670250,5264
Belize,BLZ,2012,female,5-14 years,0,38680,0,1573670250,5264
Belize,BLZ,2012,female,15-24 years,2,34680,5.77,1573670250,5264
Belize,BLZ,2012,female,25-34 years,0,27291,0,1573670250,5264
Belize,BLZ,2012,female,35-54 years,0,35365,0,1573670250,5264
Belize,BLZ,2012,female,55-74 years,0,11573,0,1573670250,5264
Belize,BLZ,2012,female,75+ years,0,2440,0,1573670250,5264
Belize,BLZ,2013,male,5-14 years,0,39211,0,1612573850,5272
Belize,BLZ,2013,male,15-24 years,4,35340,11.32,1612573850,5272
Belize,BLZ,2013,male,25-34 years,4,26847,14.9,1612573850,5272
Belize,BLZ,2013,male,35-54 years,7,35782,19.56,1612573850,5272
Belize,BLZ,2013,male,55-74 years,1,12803,7.81,1612573850,5272
Belize,BLZ,2013,male,75+ years,0,2335,0,1612573850,5272
Belize,BLZ,2013,female,5-14 years,0,38558,0,1612573850,5272
Belize,BLZ,2013,female,15-24 years,1,35551,2.81,1612573850,5272
Belize,BLZ,2013,female,25-34 years,0,28278,0,1612573850,5272
Belize,BLZ,2013,female,35-54 years,0,36553,0,1612573850,5272
Belize,BLZ,2013,female,55-74 years,0,12179,0,1612573850,5272
Belize,BLZ,2013,female,75+ years,0,2451,0,1612573850,5272
Belize,BLZ,2014,male,5-14 years,0,39137,0,1703951050,5448
Belize,BLZ,2014,male,15-24 years,2,36197,5.53,1703951050,5448
Belize,BLZ,2014,male,25-34 years,7,27885,25.1,1703951050,5448
Belize,BLZ,2014,male,35-54 years,5,36808,13.58,1703951050,5448
Belize,BLZ,2014,male,55-74 years,4,13350,29.96,1703951050,5448
Belize,BLZ,2014,male,75+ years,0,2313,0,1703951050,5448
Belize,BLZ,2014,female,5-14 years,2,38337,5.22,1703951050,5448
Belize,BLZ,2014,female,15-24 years,2,36364,5.5,1703951050,5448
Belize,BLZ,2014,female,25-34 years,1,29287,3.41,1703951050,5448
Belize,BLZ,2014,female,35-54 years,1,37789,2.65,1703951050,5448
Belize,BLZ,2014,female,55-74 years,0,12866,0,1703951050,5448
Belize,BLZ,2014,female,75+ years,0,2447,0,1703951050,5448
Belize,BLZ,2015,male,5-14 years,3,39041,7.68,1778567600,5561
Belize,BLZ,2015,male,15-24 years,2,36971,5.41,1778567600,5561
Belize,BLZ,2015,male,25-34 years,9,28956,31.08,1778567600,5561
Belize,BLZ,2015,male,35-54 years,4,37895,10.56,1778567600,5561
Belize,BLZ,2015,male,55-74 years,3,13996,21.43,1778567600,5561
Belize,BLZ,2015,male,75+ years,1,2264,44.17,1778567600,5561
Belize,BLZ,2015,female,5-14 years,0,38109,0,1778567600,5561
Belize,BLZ,2015,female,15-24 years,1,37114,2.69,1778567600,5561
Belize,BLZ,2015,female,25-34 years,0,30312,0,1778567600,5561
Belize,BLZ,2015,female,35-54 years,2,39103,5.11,1778567600,5561
Belize,BLZ,2015,female,55-74 years,1,13642,7.33,1778567600,5561
Belize,BLZ,2015,female,75+ years,0,2432,0,1778567600,5561
Bosnia and Herzegovina,BIH,2011,male,5-14 years,0,256966,0,18644723861,5076
Bosnia and Herzegovina,BIH,2011,male,15-24 years,0,290910,0,18644723861,5076
Bosnia and Herzegovina,BIH,2011,male,25-34 years,1,252743,0.4,18644723861,5076
Bosnia and Herzegovina,BIH,2011,male,35-54 years,2,549187,0.36,18644723861,5076
Bosnia and Herzegovina,BIH,2011,male,55-74 years,2,363350,0.55,18644723861,5076
Bosnia and Herzegovina,BIH,2011,male,75+ years,0,77233,0,18644723861,5076
Bosnia and Herzegovina,BIH,2011,female,5-14 years,0,246977,0,18644723861,5076
Bosnia and Herzegovina,BIH,2011,female,15-24 years,0,272956,0,18644723861,5076
Bosnia and Herzegovina,BIH,2011,female,25-34 years,0,256067,0,18644723861,5076
Bosnia and Herzegovina,BIH,2011,female,35-54 years,0,553980,0,18644723861,5076
Bosnia and Herzegovina,BIH,2011,female,55-74 years,0,436988,0,18644723861,5076
Bosnia and Herzegovina,BIH,2011,female,75+ years,0,115955,0,18644723861,5076
Bosnia and Herzegovina,BIH,2014,male,5-14 years,1,227491,0.44,18558343508,5079
Bosnia and Herzegovina,BIH,2014,male,15-24 years,6,274269,2.19,18558343508,5079
Bosnia and Herzegovina,BIH,2014,male,25-34 years,19,252546,7.52,18558343508,5079
Bosnia and Herzegovina,BIH,2014,male,35-54 years,96,534512,17.96,18558343508,5079
Bosnia and Herzegovina,BIH,2014,male,55-74 years,84,401567,20.92,18558343508,5079
Bosnia and Herzegovina,BIH,2014,male,75+ years,37,96222,38.45,18558343508,5079
Bosnia and Herzegovina,BIH,2014,female,5-14 years,0,227892,0,18558343508,5079
Bosnia and Herzegovina,BIH,2014,female,15-24 years,2,250924,0.8,18558343508,5079
Bosnia and Herzegovina,BIH,2014,female,25-34 years,3,234219,1.28,18558343508,5079
Bosnia and Herzegovina,BIH,2014,female,35-54 years,28,554379,5.05,18558343508,5079
Bosnia and Herzegovina,BIH,2014,female,55-74 years,23,458353,5.02,18558343508,5079
Bosnia and Herzegovina,BIH,2014,female,75+ years,14,141795,9.87,18558343508,5079
Brazil,BRA,2006,male,5-14 years,64,17731288,0.36,1.11E+12,6403
Brazil,BRA,2006,male,15-24 years,1293,18063460,7.16,1.11E+12,6403
Brazil,BRA,2006,male,25-34 years,1537,15717099,9.78,1.11E+12,6403
Brazil,BRA,2006,male,35-54 years,2536,22709135,11.17,1.11E+12,6403
Brazil,BRA,2006,male,55-74 years,1112,9247477,12.02,1.11E+12,6403
Brazil,BRA,2006,male,75+ years,275,1575798,17.45,1.11E+12,6403
Brazil,BRA,2006,female,5-14 years,61,17077355,0.36,1.11E+12,6403
Brazil,BRA,2006,female,15-24 years,387,17631557,2.19,1.11E+12,6403
Brazil,BRA,2006,female,25-34 years,333,15862415,2.1,1.11E+12,6403
Brazil,BRA,2006,female,35-54 years,708,24105759,2.94,1.11E+12,6403
Brazil,BRA,2006,female,55-74 years,265,10786642,2.46,1.11E+12,6403
Brazil,BRA,2006,female,75+ years,47,2466737,1.91,1.11E+12,6403
Brazil,BRA,2007,male,5-14 years,67,17669069,0.38,1.40E+12,7970
Brazil,BRA,2007,male,15-24 years,1267,17991928,7.04,1.40E+12,7970
Brazil,BRA,2007,male,25-34 years,1609,16075775,10.01,1.40E+12,7970
Brazil,BRA,2007,male,35-54 years,2516,23156759,10.87,1.40E+12,7970
Brazil,BRA,2007,male,55-74 years,1220,9611434,12.69,1.40E+12,7970
Brazil,BRA,2007,male,75+ years,305,1654216,18.44,1.40E+12,7970
Brazil,BRA,2007,female,5-14 years,51,17015233,0.3,1.40E+12,7970
Brazil,BRA,2007,female,15-24 years,379,17547530,2.16,1.40E+12,7970
Brazil,BRA,2007,female,25-34 years,392,16189977,2.42,1.40E+12,7970
Brazil,BRA,2007,female,35-54 years,723,24591528,2.94,1.40E+12,7970
Brazil,BRA,2007,female,55-74 years,275,11208413,2.45,1.40E+12,7970
Brazil,BRA,2007,female,75+ years,51,2581330,1.98,1.40E+12,7970
Brazil,BRA,2008,male,5-14 years,55,17566837,0.31,1.70E+12,9555
Brazil,BRA,2008,male,15-24 years,1375,17889839,7.69,1.70E+12,9555
Brazil,BRA,2008,male,25-34 years,1706,16430646,10.38,1.70E+12,9555
Brazil,BRA,2008,male,35-54 years,2608,23591045,11.06,1.70E+12,9555
Brazil,BRA,2008,male,55-74 years,1204,9996938,12.04,1.70E+12,9555
Brazil,BRA,2008,male,75+ years,318,1728094,18.4,1.70E+12,9555
Brazil,BRA,2008,female,5-14 years,49,16914401,0.29,1.70E+12,9555
Brazil,BRA,2008,female,15-24 years,398,17432076,2.28,1.70E+12,9555
Brazil,BRA,2008,female,25-34 years,365,16515414,2.21,1.70E+12,9555
Brazil,BRA,2008,female,35-54 years,745,25056164,2.97,1.70E+12,9555
Brazil,BRA,2008,female,55-74 years,309,11656750,2.65,1.70E+12,9555
Brazil,BRA,2008,female,75+ years,52,2693428,1.93,1.70E+12,9555
Brazil,BRA,2009,male,5-14 years,62,17421892,0.36,1.67E+12,9283
Brazil,BRA,2009,male,15-24 years,1270,17794434,7.14,1.67E+12,9283
Brazil,BRA,2009,male,25-34 years,1838,16753314,10.97,1.67E+12,9283
Brazil,BRA,2009,male,35-54 years,2737,24035191,11.39,1.67E+12,9283
Brazil,BRA,2009,male,55-74 years,1271,10398573,12.22,1.67E+12,9283
Brazil,BRA,2009,male,75+ years,295,1803127,16.36,1.67E+12,9283
Brazil,BRA,2009,female,5-14 years,52,16772250,0.31,1.67E+12,9283
Brazil,BRA,2009,female,15-24 years,343,17321655,1.98,1.67E+12,9283
Brazil,BRA,2009,female,25-34 years,351,16810330,2.09,1.67E+12,9283
Brazil,BRA,2009,female,35-54 years,768,25523153,3.01,1.67E+12,9283
Brazil,BRA,2009,female,55-74 years,301,12124076,2.48,1.67E+12,9283
Brazil,BRA,2009,female,75+ years,58,2811556,2.06,1.67E+12,9283
Brazil,BRA,2010,male,5-14 years,56,17242386,0.32,2.21E+12,12161
Brazil,BRA,2010,male,15-24 years,1288,17726866,7.27,2.21E+12,12161
Brazil,BRA,2010,male,25-34 years,1832,17023785,10.76,2.21E+12,12161
Brazil,BRA,2010,male,35-54 years,2586,24501254,10.55,2.21E+12,12161
Brazil,BRA,2010,male,55-74 years,1236,10813388,11.43,2.21E+12,12161
Brazil,BRA,2010,male,75+ years,358,1882113,19.02,2.21E+12,12161
Brazil,BRA,2010,female,5-14 years,48,16596829,0.29,2.21E+12,12161
Brazil,BRA,2010,female,15-24 years,368,17237481,2.13,2.21E+12,12161
Brazil,BRA,2010,female,25-34 years,404,17054489,2.37,2.21E+12,12161
Brazil,BRA,2010,female,35-54 years,835,26004856,3.21,2.21E+12,12161
Brazil,BRA,2010,female,55-74 years,339,12605588,2.69,2.21E+12,12161
Brazil,BRA,2010,female,75+ years,79,2940677,2.69,2.21E+12,12161
Brazil,BRA,2011,male,5-14 years,63,17044425,0.37,2.62E+12,14245
Brazil,BRA,2011,male,15-24 years,1335,17674787,7.55,2.62E+12,14245
Brazil,BRA,2011,male,25-34 years,1907,17249585,11.06,2.62E+12,14245
Brazil,BRA,2011,male,35-54 years,2754,24975171,11.03,2.62E+12,14245
Brazil,BRA,2011,male,55-74 years,1323,11208705,11.8,2.62E+12,14245
Brazil,BRA,2011,male,75+ years,352,2002447,17.58,2.62E+12,14245
Brazil,BRA,2011,female,5-14 years,47,16404101,0.29,2.62E+12,14245
Brazil,BRA,2011,female,15-24 years,413,17180849,2.4,2.62E+12,14245
Brazil,BRA,2011,female,25-34 years,400,17253232,2.32,2.62E+12,14245
Brazil,BRA,2011,female,35-54 years,805,26488792,3.04,2.62E+12,14245
Brazil,BRA,2011,female,55-74 years,352,13063915,2.69,2.62E+12,14245
Brazil,BRA,2011,female,75+ years,71,3110432,2.28,2.62E+12,14245
Brazil,BRA,2012,male,5-14 years,79,16810876,0.47,2.47E+12,13283
Brazil,BRA,2012,male,15-24 years,1313,17644319,7.44,2.47E+12,13283
Brazil,BRA,2012,male,25-34 years,1930,17418954,11.08,2.47E+12,13283
Brazil,BRA,2012,male,35-54 years,2885,25463652,11.33,2.47E+12,13283
Brazil,BRA,2012,male,55-74 years,1458,11612925,12.55,2.47E+12,13283
Brazil,BRA,2012,male,75+ years,376,2123165,17.71,2.47E+12,13283
Brazil,BRA,2012,female,5-14 years,41,16175024,0.25,2.47E+12,13283
Brazil,BRA,2012,female,15-24 years,383,17145894,2.23,2.47E+12,13283
Brazil,BRA,2012,female,25-34 years,455,17398447,2.62,2.47E+12,13283
Brazil,BRA,2012,female,35-54 years,877,26979566,3.25,2.47E+12,13283
Brazil,BRA,2012,female,55-74 years,418,13532752,3.09,2.47E+12,13283
Brazil,BRA,2012,female,75+ years,80,3285641,2.43,2.47E+12,13283
Brazil,BRA,2013,male,5-14 years,72,16555477,0.43,2.47E+12,13191
Brazil,BRA,2013,male,15-24 years,1317,17627508,7.47,2.47E+12,13191
Brazil,BRA,2013,male,25-34 years,2004,17534209,11.43,2.47E+12,13191
Brazil,BRA,2013,male,35-54 years,3053,25965164,11.76,2.47E+12,13191
Brazil,BRA,2013,male,55-74 years,1474,12036068,12.25,2.47E+12,13191
Brazil,BRA,2013,male,75+ years,370,2240434,16.51,2.47E+12,13191
Brazil,BRA,2013,female,5-14 years,50,15923724,0.31,2.47E+12,13191
Brazil,BRA,2013,female,15-24 years,362,17123318,2.11,2.47E+12,13191
Brazil,BRA,2013,female,25-34 years,393,17492228,2.25,2.47E+12,13191
Brazil,BRA,2013,female,35-54 years,897,27475364,3.26,2.47E+12,13191
Brazil,BRA,2013,female,55-74 years,433,14022927,3.09,2.47E+12,13191
Brazil,BRA,2013,female,75+ years,88,3462431,2.54,2.47E+12,13191
Brazil,BRA,2014,male,5-14 years,84,16299015,0.52,2.46E+12,12975
Brazil,BRA,2014,male,15-24 years,1358,17606681,7.71,2.46E+12,12975
Brazil,BRA,2014,male,25-34 years,1982,17601477,11.26,2.46E+12,12975
Brazil,BRA,2014,male,35-54 years,3050,26475231,11.52,2.46E+12,12975
Brazil,BRA,2014,male,55-74 years,1534,12492114,12.28,2.46E+12,12975
Brazil,BRA,2014,male,75+ years,390,2349303,16.6,2.46E+12,12975
Brazil,BRA,2014,female,5-14 years,62,15670559,0.4,2.46E+12,12975
Brazil,BRA,2014,female,15-24 years,371,17094729,2.17,2.46E+12,12975
Brazil,BRA,2014,female,25-34 years,457,17539955,2.61,2.46E+12,12975
Brazil,BRA,2014,female,35-54 years,871,27971096,3.11,2.46E+12,12975
Brazil,BRA,2014,female,55-74 years,389,14550395,2.67,2.46E+12,12975
Brazil,BRA,2014,female,75+ years,83,3634999,2.28,2.46E+12,12975
Brazil,BRA,2015,male,5-14 years,79,16057040,0.49,1.80E+12,9431
Brazil,BRA,2015,male,15-24 years,1389,17569045,7.91,1.80E+12,9431
Brazil,BRA,2015,male,25-34 years,1897,17625976,10.76,1.80E+12,9431
Brazil,BRA,2015,male,35-54 years,3238,26989063,12,1.80E+12,9431
Brazil,BRA,2015,male,55-74 years,1693,12987357,13.04,1.80E+12,9431
Brazil,BRA,2015,male,75+ years,470,2448560,19.19,1.80E+12,9431
Brazil,BRA,2015,female,5-14 years,56,15430579,0.36,1.80E+12,9431
Brazil,BRA,2015,female,15-24 years,397,17047218,2.33,1.80E+12,9431
Brazil,BRA,2015,female,25-34 years,466,17546090,2.66,1.80E+12,9431
Brazil,BRA,2015,female,35-54 years,910,28461855,3.2,1.80E+12,9431
Brazil,BRA,2015,female,55-74 years,479,15122216,3.17,1.80E+12,9431
Brazil,BRA,2015,female,75+ years,89,3802086,2.34,1.80E+12,9431
Bulgaria,BGR,2006,male,5-14 years,4,358730,1.12,34130122491,4638
Bulgaria,BGR,2006,male,15-24 years,45,531167,8.47,34130122491,4638
Bulgaria,BGR,2006,male,25-34 years,79,582969,13.55,34130122491,4638
Bulgaria,BGR,2006,male,35-54 years,196,1063959,18.42,34130122491,4638
Bulgaria,BGR,2006,male,55-74 years,274,807552,33.93,34130122491,4638
Bulgaria,BGR,2006,male,75+ years,154,212480,72.48,34130122491,4638
Bulgaria,BGR,2006,female,5-14 years,0,340240,0,34130122491,4638
Bulgaria,BGR,2006,female,15-24 years,11,504961,2.18,34130122491,4638
Bulgaria,BGR,2006,female,25-34 years,17,558543,3.04,34130122491,4638
Bulgaria,BGR,2006,female,35-54 years,53,1077713,4.92,34130122491,4638
Bulgaria,BGR,2006,female,55-74 years,73,981962,7.43,34130122491,4638
Bulgaria,BGR,2006,female,75+ years,71,338232,20.99,34130122491,4638
Bulgaria,BGR,2007,male,5-14 years,0,349244,0,44411476557,6073
Bulgaria,BGR,2007,male,15-24 years,39,518624,7.52,44411476557,6073
Bulgaria,BGR,2007,male,25-34 years,55,583293,9.43,44411476557,6073
Bulgaria,BGR,2007,male,35-54 years,180,1061001,16.97,44411476557,6073
Bulgaria,BGR,2007,male,55-74 years,238,804233,29.59,44411476557,6073
Bulgaria,BGR,2007,male,75+ years,151,215225,70.16,44411476557,6073
Bulgaria,BGR,2007,female,5-14 years,5,331138,1.51,44411476557,6073
Bulgaria,BGR,2007,female,15-24 years,9,493056,1.83,44411476557,6073
Bulgaria,BGR,2007,female,25-34 years,15,558209,2.69,44411476557,6073
Bulgaria,BGR,2007,female,35-54 years,58,1072051,5.41,44411476557,6073
Bulgaria,BGR,2007,female,55-74 years,82,981661,8.35,44411476557,6073
Bulgaria,BGR,2007,female,75+ years,70,344739,20.31,44411476557,6073
Bulgaria,BGR,2008,male,5-14 years,1,342263,0.29,54409138498,7487
Bulgaria,BGR,2008,male,15-24 years,48,504391,9.52,54409138498,7487
Bulgaria,BGR,2008,male,25-34 years,60,581969,10.31,54409138498,7487
Bulgaria,BGR,2008,male,35-54 years,205,1058360,19.37,54409138498,7487
Bulgaria,BGR,2008,male,55-74 years,248,801793,30.93,54409138498,7487
Bulgaria,BGR,2008,male,75+ years,132,218689,60.36,54409138498,7487
Bulgaria,BGR,2008,female,5-14 years,1,324354,0.31,54409138498,7487
Bulgaria,BGR,2008,female,15-24 years,10,479334,2.09,54409138498,7487
Bulgaria,BGR,2008,female,25-34 years,21,555973,3.78,54409138498,7487
Bulgaria,BGR,2008,female,35-54 years,41,1066979,3.84,54409138498,7487
Bulgaria,BGR,2008,female,55-74 years,106,980953,10.81,54409138498,7487
Bulgaria,BGR,2008,female,75+ years,66,352453,18.73,54409138498,7487
Bulgaria,BGR,2009,male,5-14 years,1,338266,0.3,51884481410,7186
Bulgaria,BGR,2009,male,15-24 years,29,487528,5.95,51884481410,7186
Bulgaria,BGR,2009,male,25-34 years,60,575940,10.42,51884481410,7186
Bulgaria,BGR,2009,male,35-54 years,211,1058524,19.93,51884481410,7186
Bulgaria,BGR,2009,male,55-74 years,241,799938,30.13,51884481410,7186
Bulgaria,BGR,2009,male,75+ years,120,222390,53.96,51884481410,7186
Bulgaria,BGR,2009,female,5-14 years,0,320318,0,51884481410,7186
Bulgaria,BGR,2009,female,15-24 years,9,463505,1.94,51884481410,7186
Bulgaria,BGR,2009,female,25-34 years,13,548235,2.37,51884481410,7186
Bulgaria,BGR,2009,female,35-54 years,49,1064955,4.6,51884481410,7186
Bulgaria,BGR,2009,female,55-74 years,72,979605,7.35,51884481410,7186
Bulgaria,BGR,2009,female,75+ years,63,360613,17.47,51884481410,7186
Bulgaria,BGR,2010,male,5-14 years,1,338094,0.3,50610058210,7066
Bulgaria,BGR,2010,male,15-24 years,35,467481,7.49,50610058210,7066
Bulgaria,BGR,2010,male,25-34 years,57,566462,10.06,50610058210,7066
Bulgaria,BGR,2010,male,35-54 years,202,1058086,19.09,50610058210,7066
Bulgaria,BGR,2010,male,55-74 years,217,799085,27.16,50610058210,7066
Bulgaria,BGR,2010,male,75+ years,137,224566,61.01,50610058210,7066
Bulgaria,BGR,2010,female,5-14 years,0,319676,0,50610058210,7066
Bulgaria,BGR,2010,female,15-24 years,8,444943,1.8,50610058210,7066
Bulgaria,BGR,2010,female,25-34 years,11,537199,2.05,50610058210,7066
Bulgaria,BGR,2010,female,35-54 years,57,1061049,5.37,50610058210,7066
Bulgaria,BGR,2010,female,55-74 years,74,979427,7.56,50610058210,7066
Bulgaria,BGR,2010,female,75+ years,60,366672,16.36,50610058210,7066
Bulgaria,BGR,2011,male,5-14 years,2,332601,0.6,57418414504,8137
Bulgaria,BGR,2011,male,15-24 years,36,442991,8.13,57418414504,8137
Bulgaria,BGR,2011,male,25-34 years,59,543115,10.86,57418414504,8137
Bulgaria,BGR,2011,male,35-54 years,201,1054285,19.07,57418414504,8137
Bulgaria,BGR,2011,male,55-74 years,209,813732,25.68,57418414504,8137
Bulgaria,BGR,2011,male,75+ years,98,226843,43.2,57418414504,8137
Bulgaria,BGR,2011,female,5-14 years,0,314076,0,57418414504,8137
Bulgaria,BGR,2011,female,15-24 years,11,419980,2.62,57418414504,8137
Bulgaria,BGR,2011,female,25-34 years,7,509076,1.38,57418414504,8137
Bulgaria,BGR,2011,female,35-54 years,41,1036483,3.96,57418414504,8137
Bulgaria,BGR,2011,female,55-74 years,51,990352,5.15,57418414504,8137
Bulgaria,BGR,2011,female,75+ years,48,372993,12.87,57418414504,8137
Bulgaria,BGR,2012,male,5-14 years,1,328547,0.3,53903022339,7745
Bulgaria,BGR,2012,male,15-24 years,45,418715,10.75,53903022339,7745
Bulgaria,BGR,2012,male,25-34 years,62,520738,11.91,53903022339,7745
Bulgaria,BGR,2012,male,35-54 years,181,1052298,17.2,53903022339,7745
Bulgaria,BGR,2012,male,55-74 years,244,828882,29.44,53903022339,7745
Bulgaria,BGR,2012,male,75+ years,140,228793,61.19,53903022339,7745
Bulgaria,BGR,2012,female,5-14 years,0,310187,0,53903022339,7745
Bulgaria,BGR,2012,female,15-24 years,14,394971,3.54,53903022339,7745
Bulgaria,BGR,2012,female,25-34 years,13,482889,2.69,53903022339,7745
Bulgaria,BGR,2012,female,35-54 years,46,1014327,4.54,53903022339,7745
Bulgaria,BGR,2012,female,55-74 years,65,1000743,6.5,53903022339,7745
Bulgaria,BGR,2012,female,75+ years,61,378562,16.11,53903022339,7745
Bulgaria,BGR,2013,male,5-14 years,1,333559,0.3,55758754072,8057
Bulgaria,BGR,2013,male,15-24 years,32,397784,8.04,55758754072,8057
Bulgaria,BGR,2013,male,25-34 years,56,514523,10.88,55758754072,8057
Bulgaria,BGR,2013,male,35-54 years,164,1052928,15.58,55758754072,8057
Bulgaria,BGR,2013,male,55-74 years,207,831118,24.91,55758754072,8057
Bulgaria,BGR,2013,male,75+ years,113,228209,49.52,55758754072,8057
Bulgaria,BGR,2013,female,5-14 years,1,315034,0.32,55758754072,8057
Bulgaria,BGR,2013,female,15-24 years,6,374785,1.6,55758754072,8057
Bulgaria,BGR,2013,female,25-34 years,12,477076,2.52,55758754072,8057
Bulgaria,BGR,2013,female,35-54 years,41,1012070,4.05,55758754072,8057
Bulgaria,BGR,2013,female,55-74 years,41,1002925,4.09,55758754072,8057
Bulgaria,BGR,2013,female,75+ years,47,380633,12.35,55758754072,8057
Bulgaria,BGR,2014,male,5-14 years,2,337969,0.59,56731990232,8241
Bulgaria,BGR,2014,male,15-24 years,33,378681,8.71,56731990232,8241
Bulgaria,BGR,2014,male,25-34 years,47,508827,9.24,56731990232,8241
Bulgaria,BGR,2014,male,35-54 years,156,1052572,14.82,56731990232,8241
Bulgaria,BGR,2014,male,55-74 years,194,833666,23.27,56731990232,8241
Bulgaria,BGR,2014,male,75+ years,120,227129,52.83,56731990232,8241
Bulgaria,BGR,2014,female,5-14 years,0,319134,0,56731990232,8241
Bulgaria,BGR,2014,female,15-24 years,5,356406,1.4,56731990232,8241
Bulgaria,BGR,2014,female,25-34 years,13,472176,2.75,56731990232,8241
Bulgaria,BGR,2014,female,35-54 years,33,1009528,3.27,56731990232,8241
Bulgaria,BGR,2014,female,55-74 years,54,1005439,5.37,56731990232,8241
Bulgaria,BGR,2014,female,75+ years,67,382347,17.52,56731990232,8241
Cabo Verde,CPV,2011,male,5-14 years,3,57301,5.24,1864824081,4124
Cabo Verde,CPV,2011,male,15-24 years,5,57386,8.71,1864824081,4124
Cabo Verde,CPV,2011,male,25-34 years,8,42962,18.62,1864824081,4124
Cabo Verde,CPV,2011,male,35-54 years,18,47077,38.24,1864824081,4124
Cabo Verde,CPV,2011,male,55-74 years,1,14827,6.74,1864824081,4124
Cabo Verde,CPV,2011,male,75+ years,2,4954,40.37,1864824081,4124
Cabo Verde,CPV,2011,female,5-14 years,0,56558,0,1864824081,4124
Cabo Verde,CPV,2011,female,15-24 years,1,56039,1.78,1864824081,4124
Cabo Verde,CPV,2011,female,25-34 years,0,38528,0,1864824081,4124
Cabo Verde,CPV,2011,female,35-54 years,2,49078,4.08,1864824081,4124
Cabo Verde,CPV,2011,female,55-74 years,2,19887,10.06,1864824081,4124
Cabo Verde,CPV,2011,female,75+ years,0,7582,0,1864824081,4124
Canada,CAN,2006,male,5-14 years,13,2014856,0.65,1.32E+12,42566
Canada,CAN,2006,male,15-24 years,331,2288073,14.47,1.32E+12,42566
Canada,CAN,2006,male,25-34 years,362,2220384,16.3,1.32E+12,42566
Canada,CAN,2006,male,35-54 years,1202,5050497,23.8,1.32E+12,42566
Canada,CAN,2006,male,55-74 years,599,2910932,20.58,1.32E+12,42566
Canada,CAN,2006,male,75+ years,188,806380,23.31,1.32E+12,42566
Canada,CAN,2006,female,5-14 years,18,1920311,0.94,1.32E+12,42566
Canada,CAN,2006,female,15-24 years,86,2179623,3.95,1.32E+12,42566
Canada,CAN,2006,female,25-34 years,118,2177957,5.42,1.32E+12,42566
Canada,CAN,2006,female,35-54 years,362,5021174,7.21,1.32E+12,42566
Canada,CAN,2006,female,55-74 years,187,3071300,6.09,1.32E+12,42566
Canada,CAN,2006,female,75+ years,46,1241475,3.71,1.32E+12,42566
Canada,CAN,2007,male,5-14 years,18,1986129,0.91,1.46E+12,46890
Canada,CAN,2007,male,15-24 years,359,2318148,15.49,1.46E+12,46890
Canada,CAN,2007,male,25-34 years,404,2250433,17.95,1.46E+12,46890
Canada,CAN,2007,male,35-54 years,1224,5064536,24.17,1.46E+12,46890
Canada,CAN,2007,male,55-74 years,539,3006062,17.93,1.46E+12,46890
Canada,CAN,2007,male,75+ years,183,837259,21.86,1.46E+12,46890
Canada,CAN,2007,female,5-14 years,15,1890517,0.79,1.46E+12,46890
Canada,CAN,2007,female,15-24 years,116,2206555,5.26,1.46E+12,46890
Canada,CAN,2007,female,25-34 years,113,2212210,5.11,1.46E+12,46890
Canada,CAN,2007,female,35-54 years,400,5030803,7.95,1.46E+12,46890
Canada,CAN,2007,female,55-74 years,188,3170541,5.93,1.46E+12,46890
Canada,CAN,2007,female,75+ years,52,1269438,4.1,1.46E+12,46890
Canada,CAN,2008,male,5-14 years,16,1959155,0.82,1.55E+12,49041
Canada,CAN,2008,male,15-24 years,344,2341539,14.69,1.55E+12,49041
Canada,CAN,2008,male,25-34 years,395,2286010,17.28,1.55E+12,49041
Canada,CAN,2008,male,35-54 years,1241,5076969,24.44,1.55E+12,49041
Canada,CAN,2008,male,55-74 years,589,3107189,18.96,1.55E+12,49041
Canada,CAN,2008,male,75+ years,192,866435,22.16,1.55E+12,49041
Canada,CAN,2008,female,5-14 years,9,1861517,0.48,1.55E+12,49041
Canada,CAN,2008,female,15-24 years,119,2227003,5.34,1.55E+12,49041
Canada,CAN,2008,female,25-34 years,118,2251723,5.24,1.55E+12,49041
Canada,CAN,2008,female,35-54 years,413,5038500,8.2,1.55E+12,49041
Canada,CAN,2008,female,55-74 years,231,3276332,7.05,1.55E+12,49041
Canada,CAN,2008,female,75+ years,38,1296269,2.93,1.55E+12,49041
Canada,CAN,2009,male,5-14 years,13,1937420,0.67,1.37E+12,42933
Canada,CAN,2009,male,15-24 years,349,2355316,14.82,1.37E+12,42933
Canada,CAN,2009,male,25-34 years,437,2325144,18.79,1.37E+12,42933
