country,country_iso,year,sex,age,suicides_no,population,suicides/100k pop,gdp_for_year($),gdp_per_capita($),generation
Brazil,BRA,2006,male,15-24 years,1293,18063460,7.16,1.11E+12,6403,Millenials
Brazil,BRA,2006,male,25-34 years,1537,15717099,9.78,1.11E+12,6403,Generation X
Brazil,BRA,2006,male,35-54 years,2536,22709135,11.17,1.11E+12,6403,Boomers
Brazil,BRA,2006,male,55-74 years,1112,9247477,12.02,1.11E+12,6403,Silent
Brazil,BRA,2006,male,75+ years,275,1575798,17.45,1.11E+12,6403,Silent
Brazil,BRA,2006,female,5-14 years,61,17077355,0.36,1.11E+12,6403,Millenials
Brazil,BRA,2006,female,15-24 years,387,17631557,2.19,1.11E+12,6403,Millenials
Brazil,BRA,2006,female,25-34 years,333,15862415,2.1,1.11E+12,6403,Generation X
Brazil,BRA,2006,female,35-54 years,708,24105759,2.94,1.11E+12,6403,Boomers
Brazil,BRA,2006,female,55-74 years,265,10786642,2.46,1.11E+12,6403,Silent
Brazil,BRA,2006,female,75+ years,47,2466737,1.91,1.11E+12,6403,Silent
Bulgaria,BGR,2006,male,5-14 years,4,358730,1.12,34130122491,4638,Millenials
Bulgaria,BGR,2006,male,15-24 years,45,531167,8.47,34130122491,4638,Millenials
Bulgaria,BGR,2006,male,25-34 years,79,582969,13.55,34130122491,4638,Generation X
Bulgaria,BGR,2006,male,35-54 years,196,1063959,18.42,34130122491,4638,Boomers
Bulgaria,BGR,2006,male,55-74 years,274,807552,33.93,34130122491,4638,Silent
Bulgaria,BGR,2006,male,75+ years,154,212480,72.48,34130122491,4638,Silent
Bulgaria,BGR,2006,female,5-14 years,0,340240,0,34130122491,4638,Millenials
Bulgaria,BGR,2006,female,15-24 years,11,504961,2.18,34130122491,4638,Millenials
Bulgaria,BGR,2006,female,25-34 years,17,558543,3.04,34130122491,4638,Generation X
Bulgaria,BGR,2006,female,35-54 years,53,1077713,4.92,34130122491,4638,Boomers
Bulgaria,BGR,2006,female,55-74 years,73,981962,7.43,34130122491,4638,Silent
Bulgaria,BGR,2006,female,75+ years,71,338232,20.99,34130122491,4638,Silent
Canada,CAN,2006,male,5-14 years,13,2014856,0.65,1.32E+12,42566,Millenials
Canada,CAN,2006,male,15-24 years,331,2288073,14.47,1.32E+12,42566,Millenials
Canada,CAN,2006,male,25-34 years,362,2220384,16.3,1.32E+12,42566,Generation X
Canada,CAN,2006,male,35-54 years,1202,5050497,23.8,1.32E+12,42566,Boomers
Canada,CAN,2006,male,55-74 years,599,2910932,20.58,1.32E+12,42566,Silent
Canada,CAN,2006,male,75+ years,188,806380,23.31,1.32E+12,42566,Silent
Canada,CAN,2006,female,5-14 years,18,1920311,0.94,1.32E+12,42566,Millenials
Canada,CAN,2006,female,15-24 years,86,2179623,3.95,1.32E+12,42566,Millenials
Canada,CAN,2006,female,25-34 years,118,2177957,5.42,1.32E+12,42566,Generation X
Canada,CAN,2006,female,35-54 years,362,5021174,7.21,1.32E+12,42566,Boomers
Canada,CAN,2006,female,55-74 years,187,3071300,6.09,1.32E+12,42566,Silent
Canada,CAN,2006,female,75+ years,46,1241475,3.71,1.32E+12,42566,Silent
Chile,CHL,2006,male,5-14 years,20,1367172,1.46,1.55E+11,10270,Millenials
Chile,CHL,2006,male,15-24 years,256,1407202,18.19,1.55E+11,10270,Millenials
Chile,CHL,2006,male,25-34 years,287,1244997,23.05,1.55E+11,10270,Generation X
Chile,CHL,2006,male,35-54 years,597,2214294,26.96,1.55E+11,10270,Boomers
Chile,CHL,2006,male,55-74 years,256,993366,25.77,1.55E+11,10270,Silent
Chile,CHL,2006,male,75+ years,82,210746,38.91,1.55E+11,10270,Silent
Chile,CHL,2006,female,5-14 years,6,1319746,0.45,1.55E+11,10270,Millenials
Chile,CHL,2006,female,15-24 years,74,1361962,5.43,1.55E+11,10270,Millenials
Chile,CHL,2006,female,25-34 years,49,1223765,4,1.55E+11,10270,Generation X
Chile,CHL,2006,female,35-54 years,127,2239649,5.67,1.55E+11,10270,Boomers
Chile,CHL,2006,female,55-74 years,33,1136080,2.9,1.55E+11,10270,Silent
Chile,CHL,2006,female,75+ years,8,352617,2.27,1.55E+11,10270,Silent
Colombia,COL,2006,male,5-14 years,46,4260456,1.08,1.63E+11,4095,Millenials
Colombia,COL,2006,male,15-24 years,521,4229825,12.32,1.63E+11,4095,Millenials
Colombia,COL,2006,male,25-34 years,408,3492325,11.68,1.63E+11,4095,Generation X
Colombia,COL,2006,male,35-54 years,453,5261515,8.61,1.63E+11,4095,Boomers
Colombia,COL,2006,male,55-74 years,211,1925991,10.96,1.63E+11,4095,Silent
Colombia,COL,2006,male,75+ years,78,363411,21.46,1.63E+11,4095,Silent
Colombia,COL,2006,female,5-14 years,40,4092360,0.98,1.63E+11,4095,Millenials
Colombia,COL,2006,female,15-24 years,197,4126897,4.77,1.63E+11,4095,Millenials
Colombia,COL,2006,female,25-34 years,96,3566953,2.69,1.63E+11,4095,Generation X
Colombia,COL,2006,female,35-54 years,90,5642326,1.6,1.63E+11,4095,Boomers
Colombia,COL,2006,female,55-74 years,33,2234226,1.48,1.63E+11,4095,Silent
Colombia,COL,2006,female,75+ years,4,512391,0.78,1.63E+11,4095,Silent
Costa Rica,CRI,2006,male,5-14 years,6,407521,1.47,22600431878,5716,Millenials
Costa Rica,CRI,2006,male,15-24 years,63,410875,15.33,22600431878,5716,Millenials
Costa Rica,CRI,2006,male,25-34 years,61,332995,18.32,22600431878,5716,Generation X
Costa Rica,CRI,2006,male,35-54 years,123,541859,22.7,22600431878,5716,Boomers
Costa Rica,CRI,2006,male,55-74 years,37,236947,15.62,22600431878,5716,Silent
Costa Rica,CRI,2006,male,75+ years,5,48273,10.36,22600431878,5716,Silent
Costa Rica,CRI,2006,female,5-14 years,5,390001,1.28,22600431878,5716,Millenials
Costa Rica,CRI,2006,female,15-24 years,18,396374,4.54,22600431878,5716,Millenials
Costa Rica,CRI,2006,female,25-34 years,10,329678,3.03,22600431878,5716,Generation X
Costa Rica,CRI,2006,female,35-54 years,14,550398,2.54,22600431878,5716,Boomers
Costa Rica,CRI,2006,female,55-74 years,6,246771,2.43,22600431878,5716,Silent
Costa Rica,CRI,2006,female,75+ years,2,62224,3.21,22600431878,5716,Silent
Croatia,HRV,2006,male,5-14 years,2,252215,0.79,50453577898,11914,Millenials
Croatia,HRV,2006,male,15-24 years,49,293976,16.67,50453577898,11914,Millenials
Croatia,HRV,2006,male,25-34 years,58,310163,18.7,50453577898,11914,Generation X
Croatia,HRV,2006,male,35-54 years,207,639665,32.36,50453577898,11914,Boomers
Croatia,HRV,2006,male,55-74 years,178,440525,40.41,50453577898,11914,Silent
Croatia,HRV,2006,male,75+ years,79,96962,81.48,50453577898,11914,Silent
Croatia,HRV,2006,female,5-14 years,1,240427,0.42,50453577898,11914,Millenials
Croatia,HRV,2006,female,15-24 years,11,282298,3.9,50453577898,11914,Millenials
Croatia,HRV,2006,female,25-34 years,6,302776,1.98,50453577898,11914,Generation X
Croatia,HRV,2006,female,35-54 years,67,644066,10.4,50453577898,11914,Boomers
Croatia,HRV,2006,female,55-74 years,90,534005,16.85,50453577898,11914,Silent
Croatia,HRV,2006,female,75+ years,48,197868,24.26,50453577898,11914,Silent
Cuba,CUB,2006,male,5-14 years,2,767105,0.26,52742800000,4951,Millenials
Cuba,CUB,2006,male,15-24 years,52,815065,6.38,52742800000,4951,Millenials
Cuba,CUB,2006,male,25-34 years,138,838869,16.45,52742800000,4951,Generation X
Cuba,CUB,2006,male,35-54 years,388,1804028,21.51,52742800000,4951,Boomers
Cuba,CUB,2006,male,55-74 years,318,875342,36.33,52742800000,4951,Silent
Cuba,CUB,2006,male,75+ years,205,234264,87.51,52742800000,4951,Silent
Cuba,CUB,2006,female,5-14 years,1,722349,0.14,52742800000,4951,Millenials
Cuba,CUB,2006,female,15-24 years,17,781124,2.18,52742800000,4951,Millenials
Cuba,CUB,2006,female,25-34 years,27,816467,3.31,52742800000,4951,Generation X
Cuba,CUB,2006,female,35-54 years,98,1794025,5.46,52742800000,4951,Boomers
Cuba,CUB,2006,female,55-74 years,91,903899,10.07,52742800000,4951,Silent
Cuba,CUB,2006,female,75+ years,39,301101,12.95,52742800000,4951,Silent
Cyprus,CYP,2006,male,5-14 years,0,51269,0,20403713461,28600,Millenials
Cyprus,CYP,2006,male,15-24 years,1,61353,1.63,20403713461,28600,Millenials
Cyprus,CYP,2006,male,25-34 years,4,53856,7.43,20403713461,28600,Generation X
Cyprus,CYP,2006,male,35-54 years,2,100123,2,20403713461,28600,Boomers
Cyprus,CYP,2006,male,55-74 years,5,64866,7.71,20403713461,28600,Silent
Cyprus,CYP,2006,male,75+ years,0,17205,0,20403713461,28600,Silent
Cyprus,CYP,2006,female,5-14 years,0,48947,0,20403713461,28600,Millenials
Cyprus,CYP,2006,female,15-24 years,0,58243,0,20403713461,28600,Millenials
Cyprus,CYP,2006,female,25-34 years,1,57514,1.74,20403713461,28600,Generation X
Cyprus,CYP,2006,female,35-54 years,3,107098,2.8,20403713461,28600,Boomers
Cyprus,CYP,2006,female,55-74 years,3,69357,4.33,20403713461,28600,Silent
Cyprus,CYP,2006,female,75+ years,0,23595,0,20403713461,28600,Silent
Czech Republic,CZE,2006,male,5-14 years,3,515573,0.58,1.55E+11,15896,Millenials
Czech Republic,CZE,2006,male,15-24 years,101,690682,14.62,1.55E+11,15896,Millenials
Czech Republic,CZE,2006,male,25-34 years,155,884745,17.52,1.55E+11,15896,Generation X
Czech Republic,CZE,2006,male,35-54 years,459,1426930,32.17,1.55E+11,15896,Boomers
Czech Republic,CZE,2006,male,55-74 years,299,1022887,29.23,1.55E+11,15896,Silent
Czech Republic,CZE,2006,male,75+ years,125,222276,56.24,1.55E+11,15896,Silent
Czech Republic,CZE,2006,female,5-14 years,0,488298,0,1.55E+11,15896,Millenials
Czech Republic,CZE,2006,female,15-24 years,12,658122,1.82,1.55E+11,15896,Millenials
Czech Republic,CZE,2006,female,25-34 years,20,845584,2.37,1.55E+11,15896,Generation X
Czech Republic,CZE,2006,female,35-54 years,95,1401646,6.78,1.55E+11,15896,Boomers
Czech Republic,CZE,2006,female,55-74 years,90,1193318,7.54,1.55E+11,15896,Silent
Czech Republic,CZE,2006,female,75+ years,41,430258,9.53,1.55E+11,15896,Silent
Denmark,DNK,2006,male,5-14 years,1,353711,0.28,2.83E+11,55354,Millenials
Denmark,DNK,2006,male,15-24 years,24,312053,7.69,2.83E+11,55354,Millenials
Denmark,DNK,2006,male,25-34 years,52,355908,14.61,2.83E+11,55354,Generation X
Denmark,DNK,2006,male,35-54 years,161,782816,20.57,2.83E+11,55354,Boomers
Denmark,DNK,2006,male,55-74 years,155,575056,26.95,2.83E+11,55354,Silent
Denmark,DNK,2006,male,75+ years,79,144928,54.51,2.83E+11,55354,Silent
Denmark,DNK,2006,female,5-14 years,1,336170,0.3,2.83E+11,55354,Millenials
Denmark,DNK,2006,female,15-24 years,9,298500,3.02,2.83E+11,55354,Millenials
Denmark,DNK,2006,female,25-34 years,15,353444,4.24,2.83E+11,55354,Generation X
Denmark,DNK,2006,female,35-54 years,57,763418,7.47,2.83E+11,55354,Boomers
Denmark,DNK,2006,female,55-74 years,71,597984,11.87,2.83E+11,55354,Silent
Denmark,DNK,2006,female,75+ years,25,236472,10.57,2.83E+11,55354,Silent
Ecuador,ECU,2006,male,5-14 years,29,1520643,1.91,46802044000,3759,Millenials
Ecuador,ECU,2006,male,15-24 years,156,1363891,11.44,46802044000,3759,Millenials
Ecuador,ECU,2006,male,25-34 years,154,1105682,13.93,46802044000,3759,Generation X
Ecuador,ECU,2006,male,35-54 years,166,1486091,11.17,46802044000,3759,Boomers
Ecuador,ECU,2006,male,55-74 years,74,601278,12.31,46802044000,3759,Silent
Ecuador,ECU,2006,male,75+ years,23,140891,16.32,46802044000,3759,Silent
Ecuador,ECU,2006,female,5-14 years,28,1465783,1.91,46802044000,3759,Millenials
Ecuador,ECU,2006,female,15-24 years,153,1327824,11.52,46802044000,3759,Millenials
Ecuador,ECU,2006,female,25-34 years,49,1100246,4.45,46802044000,3759,Generation X
Ecuador,ECU,2006,female,35-54 years,46,1516824,3.03,46802044000,3759,Boomers
Ecuador,ECU,2006,female,55-74 years,18,646356,2.78,46802044000,3759,Silent
Ecuador,ECU,2006,female,75+ years,4,173865,2.3,46802044000,3759,Silent
El Salvador,SLV,2006,male,5-14 years,5,731674,0.68,15999886400,2947,Millenials
El Salvador,SLV,2006,male,15-24 years,89,554177,16.06,15999886400,2947,Millenials
El Salvador,SLV,2006,male,25-34 years,80,401266,19.94,15999886400,2947,Generation X
El Salvador,SLV,2006,male,35-54 years,78,537725,14.51,15999886400,2947,Boomers
El Salvador,SLV,2006,male,55-74 years,32,280005,11.43,15999886400,2947,Silent
El Salvador,SLV,2006,male,75+ years,9,60827,14.8,15999886400,2947,Silent
El Salvador,SLV,2006,female,5-14 years,4,706040,0.57,15999886400,2947,Millenials
El Salvador,SLV,2006,female,15-24 years,61,583805,10.45,15999886400,2947,Millenials
El Salvador,SLV,2006,female,25-34 years,24,478826,5.01,15999886400,2947,Generation X
El Salvador,SLV,2006,female,35-54 years,23,674459,3.41,15999886400,2947,Boomers
El Salvador,SLV,2006,female,55-74 years,5,339861,1.47,15999886400,2947,Silent
El Salvador,SLV,2006,female,75+ years,1,80379,1.24,15999886400,2947,Silent
Estonia,EST,2006,male,5-14 years,1,68740,1.45,16963625016,13264,Millenials
Estonia,EST,2006,male,15-24 years,26,102295,25.42,16963625016,13264,Millenials
Estonia,EST,2006,male,25-34 years,21,96850,21.68,16963625016,13264,Generation X
Estonia,EST,2006,male,35-54 years,73,180705,40.4,16963625016,13264,Boomers
Estonia,EST,2006,male,55-74 years,56,116790,47.95,16963625016,13264,Silent
Estonia,EST,2006,male,75+ years,14,25870,54.12,16963625016,13264,Silent
Estonia,EST,2006,female,5-14 years,0,64825,0,16963625016,13264,Millenials
Estonia,EST,2006,female,15-24 years,5,96385,5.19,16963625016,13264,Millenials
Estonia,EST,2006,female,25-34 years,4,92765,4.31,16963625016,13264,Generation X
Estonia,EST,2006,female,35-54 years,12,194260,6.18,16963625016,13264,Boomers
Estonia,EST,2006,female,55-74 years,17,170020,10,16963625016,13264,Silent
Estonia,EST,2006,female,75+ years,18,69410,25.93,16963625016,13264,Silent
Fiji,FJI,2006,male,5-14 years,1,83550,1.2,3102741451,4206,Millenials
Fiji,FJI,2006,male,15-24 years,4,79914,5.01,3102741451,4206,Millenials
Fiji,FJI,2006,male,25-34 years,4,65615,6.1,3102741451,4206,Generation X
Fiji,FJI,2006,male,35-54 years,6,103418,5.8,3102741451,4206,Boomers
Fiji,FJI,2006,male,55-74 years,0,39336,0,3102741451,4206,Silent
Fiji,FJI,2006,male,75+ years,0,4071,0,3102741451,4206,Silent
Fiji,FJI,2006,female,5-14 years,2,78008,2.56,3102741451,4206,Millenials
Fiji,FJI,2006,female,15-24 years,5,75457,6.63,3102741451,4206,Millenials
Fiji,FJI,2006,female,25-34 years,0,62701,0,3102741451,4206,Generation X
Fiji,FJI,2006,female,35-54 years,1,100106,1,3102741451,4206,Boomers
Fiji,FJI,2006,female,55-74 years,1,40531,2.47,3102741451,4206,Silent
Fiji,FJI,2006,female,75+ years,0,5052,0,3102741451,4206,Silent
Finland,FIN,2006,male,5-14 years,3,315017,0.95,2.17E+11,43487,Millenials
Finland,FIN,2006,male,15-24 years,108,335416,32.2,2.17E+11,43487,Millenials
Finland,FIN,2006,male,25-34 years,113,329601,34.28,2.17E+11,43487,Generation X
