country,country_iso,year,sex,age,suicides_no,population,suicides/100k pop,gdp_for_year($),gdp_per_capita($),generation
Albania,ALB,1992,female,75+ years,0,38700,0,709452584,251,G.I. Generation
Albania,ALB,1993,male,5-14 years,1,367000,0.27,1228071038,437,Millenials
Albania,ALB,1993,male,15-24 years,18,243300,7.4,1228071038,437,Generation X
Albania,ALB,1993,male,25-34 years,9,230100,3.91,1228071038,437,Boomers
Albania,ALB,1993,male,35-54 years,10,350300,2.85,1228071038,437,Boomers
Albania,ALB,1993,male,55-74 years,7,165000,4.24,1228071038,437,Silent
Albania,ALB,1993,male,75+ years,1,24200,4.13,1228071038,437,G.I. Generation
Albania,ALB,1993,female,5-14 years,1,340300,0.29,1228071038,437,Millenials
Albania,ALB,1993,female,15-24 years,10,285300,3.51,1228071038,437,Generation X
Albania,ALB,1993,female,25-34 years,7,261800,2.67,1228071038,437,Boomers
Albania,ALB,1993,female,35-54 years,7,331200,2.11,1228071038,437,Boomers
Albania,ALB,1993,female,55-74 years,2,169500,1.18,1228071038,437,Silent
Albania,ALB,1993,female,75+ years,0,39300,0,1228071038,437,G.I. Generation
Albania,ALB,1994,male,5-14 years,1,371800,0.27,1985673798,697,Millenials
Albania,ALB,1994,male,15-24 years,6,242200,2.48,1985673798,697,Generation X
Albania,ALB,1994,male,25-34 years,6,231400,2.59,1985673798,697,Boomers
Albania,ALB,1994,male,35-54 years,9,362800,2.48,1985673798,697,Boomers
Albania,ALB,1994,male,55-74 years,11,171400,6.42,1985673798,697,Silent
Albania,ALB,1994,male,75+ years,2,24600,8.13,1985673798,697,G.I. Generation
Albania,ALB,1994,female,5-14 years,0,344400,0,1985673798,697,Millenials
Albania,ALB,1994,female,15-24 years,6,282600,2.12,1985673798,697,Generation X
Albania,ALB,1994,female,25-34 years,4,261100,1.53,1985673798,697,Boomers
Albania,ALB,1994,female,35-54 years,2,342500,0.58,1985673798,697,Boomers
Albania,ALB,1994,female,55-74 years,1,174600,0.57,1985673798,697,Silent
Albania,ALB,1994,female,75+ years,2,39900,5.01,1985673798,697,G.I. Generation
Albania,ALB,1995,male,5-14 years,6,376500,1.59,2424499009,835,Millenials
Albania,ALB,1995,male,15-24 years,11,241200,4.56,2424499009,835,Generation X
Albania,ALB,1995,male,25-34 years,13,232900,5.58,2424499009,835,Generation X
Albania,ALB,1995,male,35-54 years,14,375900,3.72,2424499009,835,Boomers
Albania,ALB,1995,male,55-74 years,9,178000,5.06,2424499009,835,Silent
Albania,ALB,1995,male,75+ years,1,25100,3.98,2424499009,835,G.I. Generation
Albania,ALB,1995,female,5-14 years,2,348700,0.57,2424499009,835,Millenials
Albania,ALB,1995,female,15-24 years,13,283500,4.59,2424499009,835,Generation X
Albania,ALB,1995,female,25-34 years,7,264000,2.65,2424499009,835,Generation X
Albania,ALB,1995,female,35-54 years,8,356400,2.24,2424499009,835,Boomers
Albania,ALB,1995,female,55-74 years,2,180400,1.11,2424499009,835,Silent
Albania,ALB,1995,female,75+ years,2,40800,4.9,2424499009,835,G.I. Generation
Antigua and Barbuda,ATG,1986,male,5-14 years,0,6827,0,290440148,4740,Generation X
Antigua and Barbuda,ATG,1986,male,15-24 years,0,7563,0,290440148,4740,Generation X
Antigua and Barbuda,ATG,1986,male,25-34 years,0,6023,0,290440148,4740,Boomers
Antigua and Barbuda,ATG,1986,male,35-54 years,0,5947,0,290440148,4740,Silent
Antigua and Barbuda,ATG,1986,male,55-74 years,0,2771,0,290440148,4740,G.I. Generation
Antigua and Barbuda,ATG,1986,male,75+ years,0,476,0,290440148,4740,G.I. Generation
Antigua and Barbuda,ATG,1986,female,5-14 years,0,6907,0,290440148,4740,Generation X
Antigua and Barbuda,ATG,1986,female,15-24 years,0,7668,0,290440148,4740,Generation X
Antigua and Barbuda,ATG,1986,female,25-34 years,0,6209,0,290440148,4740,Boomers
Antigua and Barbuda,ATG,1986,female,35-54 years,0,6101,0,290440148,4740,Silent
Antigua and Barbuda,ATG,1986,female,55-74 years,0,3764,0,290440148,4740,G.I. Generation
Antigua and Barbuda,ATG,1986,female,75+ years,0,1014,0,290440148,4740,G.I. Generation
Antigua and Barbuda,ATG,1987,male,5-14 years,0,6499,0,337174852,5595,Generation X
Antigua and Barbuda,ATG,1987,male,15-24 years,0,7421,0,337174852,5595,Generation X
Antigua and Barbuda,ATG,1987,male,25-34 years,0,5893,0,337174852,5595,Boomers
Antigua and Barbuda,ATG,1987,male,35-54 years,0,5927,0,337174852,5595,Silent
Antigua and Barbuda,ATG,1987,male,55-74 years,0,2798,0,337174852,5595,G.I. Generation
Antigua and Barbuda,ATG,1987,male,75+ years,0,538,0,337174852,5595,G.I. Generation
Antigua and Barbuda,ATG,1987,female,5-14 years,0,6623,0,337174852,5595,Generation X
Antigua and Barbuda,ATG,1987,female,15-24 years,0,7583,0,337174852,5595,Generation X
Antigua and Barbuda,ATG,1987,female,25-34 years,0,6101,0,337174852,5595,Boomers
Antigua and Barbuda,ATG,1987,female,35-54 years,0,6059,0,337174852,5595,Silent
Antigua and Barbuda,ATG,1987,female,55-74 years,0,3738,0,337174852,5595,G.I. Generation
Antigua and Barbuda,ATG,1987,female,75+ years,0,1081,0,337174852,5595,G.I. Generation
Antigua and Barbuda,ATG,1988,male,5-14 years,0,6355,0,398637741,6693,Generation X
Antigua and Barbuda,ATG,1988,male,15-24 years,0,7209,0,398637741,6693,Generation X
Antigua and Barbuda,ATG,1988,male,25-34 years,0,5826,0,398637741,6693,Boomers
Antigua and Barbuda,ATG,1988,male,35-54 years,0,5907,0,398637741,6693,Silent
Antigua and Barbuda,ATG,1988,male,55-74 years,0,2813,0,398637741,6693,G.I. Generation
Antigua and Barbuda,ATG,1988,male,75+ years,0,603,0,398637741,6693,G.I. Generation
Antigua and Barbuda,ATG,1988,female,5-14 years,0,6527,0,398637741,6693,Generation X
Antigua and Barbuda,ATG,1988,female,15-24 years,0,7413,0,398637741,6693,Generation X
Antigua and Barbuda,ATG,1988,female,25-34 years,0,6041,0,398637741,6693,Boomers
Antigua and Barbuda,ATG,1988,female,35-54 years,0,6021,0,398637741,6693,Silent
Antigua and Barbuda,ATG,1988,female,55-74 years,0,3708,0,398637741,6693,G.I. Generation
Antigua and Barbuda,ATG,1988,female,75+ years,0,1141,0,398637741,6693,G.I. Generation
Antigua and Barbuda,ATG,1989,male,5-14 years,0,6403,0,438794778,7407,Generation X
Antigua and Barbuda,ATG,1989,male,15-24 years,0,6927,0,438794778,7407,Generation X
Antigua and Barbuda,ATG,1989,male,25-34 years,0,5835,0,438794778,7407,Boomers
Antigua and Barbuda,ATG,1989,male,35-54 years,0,5862,0,438794778,7407,Silent
Antigua and Barbuda,ATG,1989,male,55-74 years,0,2843,0,438794778,7407,G.I. Generation
Antigua and Barbuda,ATG,1989,male,75+ years,0,676,0,438794778,7407,G.I. Generation
Antigua and Barbuda,ATG,1989,female,5-14 years,0,6621,0,438794778,7407,Generation X
Antigua and Barbuda,ATG,1989,female,15-24 years,0,7152,0,438794778,7407,Generation X
Antigua and Barbuda,ATG,1989,female,25-34 years,0,6059,0,438794778,7407,Boomers
Antigua and Barbuda,ATG,1989,female,35-54 years,0,5969,0,438794778,7407,Silent
Antigua and Barbuda,ATG,1989,female,55-74 years,0,3696,0,438794778,7407,G.I. Generation
Antigua and Barbuda,ATG,1989,female,75+ years,0,1195,0,438794778,7407,G.I. Generation
Antigua and Barbuda,ATG,1990,male,5-14 years,0,6611,0,459469074,7744,Generation X
Antigua and Barbuda,ATG,1990,male,15-24 years,0,6598,0,459469074,7744,Generation X
Antigua and Barbuda,ATG,1990,male,25-34 years,0,5937,0,459469074,7744,Boomers
Antigua and Barbuda,ATG,1990,male,35-54 years,1,5799,17.24,459469074,7744,Silent
Antigua and Barbuda,ATG,1990,male,55-74 years,0,2902,0,459469074,7744,G.I. Generation
Antigua and Barbuda,ATG,1990,male,75+ years,0,758,0,459469074,7744,G.I. Generation
Antigua and Barbuda,ATG,1990,female,5-14 years,0,6877,0,459469074,7744,Generation X
Antigua and Barbuda,ATG,1990,female,15-24 years,0,6827,0,459469074,7744,Generation X
Antigua and Barbuda,ATG,1990,female,25-34 years,0,6172,0,459469074,7744,Boomers
Antigua and Barbuda,ATG,1990,female,35-54 years,0,5895,0,459469074,7744,Silent
Antigua and Barbuda,ATG,1990,female,55-74 years,0,3706,0,459469074,7744,G.I. Generation
Antigua and Barbuda,ATG,1990,female,75+ years,0,1252,0,459469074,7744,G.I. Generation
Antigua and Barbuda,ATG,1991,male,5-14 years,0,6818,0,481706333,7976,Millenials
Antigua and Barbuda,ATG,1991,male,15-24 years,0,6401,0,481706333,7976,Generation X
Antigua and Barbuda,ATG,1991,male,25-34 years,0,6156,0,481706333,7976,Boomers
Antigua and Barbuda,ATG,1991,male,35-54 years,0,6122,0,481706333,7976,Boomers
Antigua and Barbuda,ATG,1991,male,55-74 years,0,2857,0,481706333,7976,Silent
Antigua and Barbuda,ATG,1991,male,75+ years,0,804,0,481706333,7976,G.I. Generation
Antigua and Barbuda,ATG,1991,female,5-14 years,0,7089,0,481706333,7976,Millenials
Antigua and Barbuda,ATG,1991,female,15-24 years,0,6595,0,481706333,7976,Generation X
Antigua and Barbuda,ATG,1991,female,25-34 years,0,6396,0,481706333,7976,Boomers
Antigua and Barbuda,ATG,1991,female,35-54 years,0,6198,0,481706333,7976,Boomers
Antigua and Barbuda,ATG,1991,female,55-74 years,0,3665,0,481706333,7976,Silent
Antigua and Barbuda,ATG,1991,female,75+ years,0,1293,0,481706333,7976,G.I. Generation
Antigua and Barbuda,ATG,1992,male,5-14 years,0,7059,0,499281148,8087,Millenials
Antigua and Barbuda,ATG,1992,male,15-24 years,0,6221,0,499281148,8087,Generation X
Antigua and Barbuda,ATG,1992,male,25-34 years,0,6409,0,499281148,8087,Boomers
Antigua and Barbuda,ATG,1992,male,35-54 years,0,6497,0,499281148,8087,Boomers
Antigua and Barbuda,ATG,1992,male,55-74 years,0,2851,0,499281148,8087,Silent
Antigua and Barbuda,ATG,1992,male,75+ years,0,853,0,499281148,8087,G.I. Generation
Antigua and Barbuda,ATG,1992,female,5-14 years,0,7311,0,499281148,8087,Millenials
Antigua and Barbuda,ATG,1992,female,15-24 years,0,6369,0,499281148,8087,Generation X
Antigua and Barbuda,ATG,1992,female,25-34 years,0,6650,0,499281148,8087,Boomers
Antigua and Barbuda,ATG,1992,female,35-54 years,0,6534,0,499281148,8087,Boomers
Antigua and Barbuda,ATG,1992,female,55-74 years,0,3648,0,499281148,8087,Silent
Antigua and Barbuda,ATG,1992,female,75+ years,0,1339,0,499281148,8087,G.I. Generation
Antigua and Barbuda,ATG,1993,male,5-14 years,0,7298,0,535172778,8453,Millenials
Antigua and Barbuda,ATG,1993,male,15-24 years,0,6069,0,535172778,8453,Generation X
Antigua and Barbuda,ATG,1993,male,25-34 years,1,6668,15,535172778,8453,Boomers
Antigua and Barbuda,ATG,1993,male,35-54 years,0,6915,0,535172778,8453,Boomers
Antigua and Barbuda,ATG,1993,male,55-74 years,0,2879,0,535172778,8453,Silent
Antigua and Barbuda,ATG,1993,male,75+ years,0,896,0,535172778,8453,G.I. Generation
Antigua and Barbuda,ATG,1993,female,5-14 years,0,7529,0,535172778,8453,Millenials
Antigua and Barbuda,ATG,1993,female,15-24 years,0,6182,0,535172778,8453,Generation X
Antigua and Barbuda,ATG,1993,female,25-34 years,0,6914,0,535172778,8453,Boomers
Antigua and Barbuda,ATG,1993,female,35-54 years,0,6917,0,535172778,8453,Boomers
Antigua and Barbuda,ATG,1993,female,55-74 years,0,3662,0,535172778,8453,Silent
Antigua and Barbuda,ATG,1993,female,75+ years,0,1386,0,535172778,8453,G.I. Generation
Antigua and Barbuda,ATG,1994,male,5-14 years,0,7494,0,589429593,9062,Millenials
Antigua and Barbuda,ATG,1994,male,15-24 years,0,5976,0,589429593,9062,Generation X
Antigua and Barbuda,ATG,1994,male,25-34 years,0,6886,0,589429593,9062,Boomers
Antigua and Barbuda,ATG,1994,male,35-54 years,0,7359,0,589429593,9062,Boomers
Antigua and Barbuda,ATG,1994,male,55-74 years,0,2935,0,589429593,9062,Silent
Antigua and Barbuda,ATG,1994,male,75+ years,0,929,0,589429593,9062,G.I. Generation
Antigua and Barbuda,ATG,1994,female,5-14 years,0,7722,0,589429593,9062,Millenials
Antigua and Barbuda,ATG,1994,female,15-24 years,0,6083,0,589429593,9062,Generation X
Antigua and Barbuda,ATG,1994,female,25-34 years,0,7151,0,589429593,9062,Boomers
Antigua and Barbuda,ATG,1994,female,35-54 years,0,7357,0,589429593,9062,Boomers
Antigua and Barbuda,ATG,1994,female,55-74 years,0,3715,0,589429593,9062,Silent
Antigua and Barbuda,ATG,1994,female,75+ years,0,1437,0,589429593,9062,G.I. Generation
Antigua and Barbuda,ATG,1995,male,5-14 years,0,7632,0,577280741,8636,Millenials
Antigua and Barbuda,ATG,1995,male,15-24 years,0,5953,0,577280741,8636,Generation X
Antigua and Barbuda,ATG,1995,male,25-34 years,0,7023,0,577280741,8636,Generation X
Antigua and Barbuda,ATG,1995,male,35-54 years,0,7809,0,577280741,8636,Boomers
Antigua and Barbuda,ATG,1995,male,55-74 years,0,3021,0,577280741,8636,Silent
Antigua and Barbuda,ATG,1995,male,75+ years,0,944,0,577280741,8636,G.I. Generation
Antigua and Barbuda,ATG,1995,female,5-14 years,0,7885,0,577280741,8636,Millenials
Antigua and Barbuda,ATG,1995,female,15-24 years,0,6099,0,577280741,8636,Generation X
Antigua and Barbuda,ATG,1995,female,25-34 years,0,7333,0,577280741,8636,Generation X
Antigua and Barbuda,ATG,1995,female,35-54 years,0,7851,0,577280741,8636,Boomers
Antigua and Barbuda,ATG,1995,female,55-74 years,0,3808,0,577280741,8636,Silent
Antigua and Barbuda,ATG,1995,female,75+ years,0,1488,0,577280741,8636,G.I. Generation
Argentina,ARG,1986,male,5-14 years,10,3061400,0.33,1.11E+11,4072,Generation X
Argentina,ARG,1986,male,15-24 years,186,2428900,7.66,1.11E+11,4072,Generation X
Argentina,ARG,1986,male,25-34 years,209,2246900,9.3,1.11E+11,4072,Boomers
Argentina,ARG,1986,male,35-54 years,478,3365200,14.2,1.11E+11,4072,Silent
Argentina,ARG,1986,male,55-74 years,530,2008300,26.39,1.11E+11,4072,G.I. Generation
Argentina,ARG,1986,male,75+ years,230,365000,63.01,1.11E+11,4072,G.I. Generation
Argentina,ARG,1986,female,5-14 years,7,2971900,0.24,1.11E+11,4072,Generation X
Argentina,ARG,1986,female,15-24 years,101,2367600,4.27,1.11E+11,4072,Generation X
Argentina,ARG,1986,female,25-34 years,96,2197600,4.37,1.11E+11,4072,Boomers
Argentina,ARG,1986,female,35-54 years,188,3374300,5.57,1.11E+11,4072,Silent
Argentina,ARG,1986,female,55-74 years,201,2317100,8.67,1.11E+11,4072,G.I. Generation
Argentina,ARG,1986,female,75+ years,48,540200,8.89,1.11E+11,4072,G.I. Generation
Argentina,ARG,1987,male,5-14 years,15,3101300,0.48,1.11E+11,4026,Generation X
Argentina,ARG,1987,male,15-24 years,179,2460600,7.27,1.11E+11,4026,Generation X
Argentina,ARG,1987,male,25-34 years,192,2276200,8.44,1.11E+11,4026,Boomers
Argentina,ARG,1987,male,35-54 years,482,3409100,14.14,1.11E+11,4026,Silent
Argentina,ARG,1987,male,55-74 years,532,2034500,26.15,1.11E+11,4026,G.I. Generation
Argentina,ARG,1987,male,75+ years,200,369800,54.08,1.11E+11,4026,G.I. Generation
Argentina,ARG,1987,female,5-14 years,14,3010700,0.47,1.11E+11,4026,Generation X
Argentina,ARG,1987,female,15-24 years,93,2398400,3.88,1.11E+11,4026,Generation X
Argentina,ARG,1987,female,25-34 years,89,2226200,4,1.11E+11,4026,Boomers
Argentina,ARG,1987,female,35-54 years,209,3418300,6.11,1.11E+11,4026,Silent
Argentina,ARG,1987,female,55-74 years,224,2347300,9.54,1.11E+11,4026,G.I. Generation
Argentina,ARG,1987,female,75+ years,57,547000,10.42,1.11E+11,4026,G.I. Generation
Argentina,ARG,1988,male,5-14 years,20,3210000,0.62,1.26E+11,4458,Generation X
Argentina,ARG,1988,male,15-24 years,211,2524000,8.36,1.26E+11,4458,Generation X
Argentina,ARG,1988,male,25-34 years,215,2276000,9.45,1.26E+11,4458,Boomers
Argentina,ARG,1988,male,35-54 years,477,3503000,13.62,1.26E+11,4458,Silent
Argentina,ARG,1988,male,55-74 years,550,2079000,26.46,1.26E+11,4458,G.I. Generation
Argentina,ARG,1988,male,75+ years,216,392000,55.1,1.26E+11,4458,G.I. Generation
Argentina,ARG,1988,female,5-14 years,11,3115000,0.35,1.26E+11,4458,Generation X
Argentina,ARG,1988,female,15-24 years,101,2459000,4.11,1.26E+11,4458,Generation X
Argentina,ARG,1988,female,25-34 years,61,2228000,2.74,1.26E+11,4458,Boomers
Argentina,ARG,1988,female,35-54 years,198,3508000,5.64,1.26E+11,4458,Silent
Argentina,ARG,1988,female,55-74 years,233,2412000,9.66,1.26E+11,4458,G.I. Generation
Argentina,ARG,1988,female,75+ years,61,602000,10.13,1.26E+11,4458,G.I. Generation
Argentina,ARG,1989,male,5-14 years,18,3245000,0.55,76636898036,2670,Generation X
Argentina,ARG,1989,male,15-24 years,186,2575000,7.22,76636898036,2670,Generation X
Argentina,ARG,1989,male,25-34 years,219,2287000,9.58,76636898036,2670,Boomers
Argentina,ARG,1989,male,35-54 years,462,3561000,12.97,76636898036,2670,Silent
Argentina,ARG,1989,male,55-74 years,548,2105000,26.03,76636898036,2670,G.I. Generation
Argentina,ARG,1989,male,75+ years,208,400000,52,76636898036,2670,G.I. Generation
Argentina,ARG,1989,female,5-14 years,11,3149000,0.35,76636898036,2670,Generation X
Argentina,ARG,1989,female,15-24 years,80,2509000,3.19,76636898036,2670,Generation X
Argentina,ARG,1989,female,25-34 years,83,2240000,3.71,76636898036,2670,Boomers
Argentina,ARG,1989,female,35-54 years,166,3563000,4.66,76636898036,2670,Silent
Argentina,ARG,1989,female,55-74 years,201,2446000,8.22,76636898036,2670,G.I. Generation
Argentina,ARG,1989,female,75+ years,65,622000,10.45,76636898036,2670,G.I. Generation
Argentina,ARG,1990,male,5-14 years,22,3269000,0.67,1.41E+11,4859,Generation X
Argentina,ARG,1990,male,15-24 years,174,2635000,6.6,1.41E+11,4859,Generation X
Argentina,ARG,1990,male,25-34 years,182,2297000,7.92,1.41E+11,4859,Boomers
Argentina,ARG,1990,male,35-54 years,439,3619000,12.13,1.41E+11,4859,Silent
Argentina,ARG,1990,male,55-74 years,502,2128000,23.59,1.41E+11,4859,G.I. Generation
Argentina,ARG,1990,male,75+ years,226,411100,54.97,1.41E+11,4859,G.I. Generation
Argentina,ARG,1990,female,5-14 years,14,3171000,0.44,1.41E+11,4859,Generation X
Argentina,ARG,1990,female,15-24 years,91,2568000,3.54,1.41E+11,4859,Generation X
Argentina,ARG,1990,female,25-34 years,76,2251000,3.38,1.41E+11,4859,Boomers
Argentina,ARG,1990,female,35-54 years,163,3622000,4.5,1.41E+11,4859,Silent
Argentina,ARG,1990,female,55-74 years,190,2477000,7.67,1.41E+11,4859,G.I. Generation
Argentina,ARG,1990,female,75+ years,61,643000,9.49,1.41E+11,4859,G.I. Generation
Argentina,ARG,1991,male,5-14 years,28,3369000,0.83,1.90E+11,6404,Millenials
Argentina,ARG,1991,male,15-24 years,179,2738000,6.54,1.90E+11,6404,Generation X
Argentina,ARG,1991,male,25-34 years,214,2277000,9.4,1.90E+11,6404,Boomers
Argentina,ARG,1991,male,35-54 years,398,3580000,11.12,1.90E+11,6404,Boomers
Argentina,ARG,1991,male,55-74 years,449,2130000,21.08,1.90E+11,6404,Silent
Argentina,ARG,1991,male,75+ years,184,396000,46.46,1.90E+11,6404,G.I. Generation
Argentina,ARG,1991,female,5-14 years,9,3277000,0.27,1.90E+11,6404,Millenials
Argentina,ARG,1991,female,15-24 years,61,2689000,2.27,1.90E+11,6404,Generation X
Argentina,ARG,1991,female,25-34 years,77,2310000,3.33,1.90E+11,6404,Boomers
Argentina,ARG,1991,female,35-54 years,133,3691000,3.6,1.90E+11,6404,Boomers
Argentina,ARG,1991,female,55-74 years,169,2508000,6.74,1.90E+11,6404,Silent
Argentina,ARG,1991,female,75+ years,50,658000,7.6,1.90E+11,6404,G.I. Generation
Argentina,ARG,1992,male,5-14 years,22,3371800,0.65,2.29E+11,7615,Millenials
Argentina,ARG,1992,male,15-24 years,249,2834100,8.79,2.29E+11,7615,Generation X
Argentina,ARG,1992,male,25-34 years,227,2306200,9.84,2.29E+11,7615,Boomers
Argentina,ARG,1992,male,35-54 years,488,3616600,13.49,2.29E+11,7615,Boomers
Argentina,ARG,1992,male,55-74 years,500,2150500,23.25,2.29E+11,7615,Silent
Argentina,ARG,1992,male,75+ years,194,404900,47.91,2.29E+11,7615,G.I. Generation
Argentina,ARG,1992,female,5-14 years,13,3276800,0.4,2.29E+11,7615,Millenials
Argentina,ARG,1992,female,15-24 years,79,2783500,2.84,2.29E+11,7615,Generation X
Argentina,ARG,1992,female,25-34 years,79,2329100,3.39,2.29E+11,7615,Boomers
Argentina,ARG,1992,female,35-54 years,140,3755500,3.73,2.29E+11,7615,Boomers
Argentina,ARG,1992,female,55-74 years,147,2538400,5.79,2.29E+11,7615,Silent
Argentina,ARG,1992,female,75+ years,46,678000,6.78,2.29E+11,7615,G.I. Generation
Argentina,ARG,1993,male,5-14 years,25,3367500,0.74,2.37E+11,7768,Millenials
Argentina,ARG,1993,male,15-24 years,235,2932300,8.01,2.37E+11,7768,Generation X
Argentina,ARG,1993,male,25-34 years,233,2336300,9.97,2.37E+11,7768,Boomers
Argentina,ARG,1993,male,35-54 years,495,3672300,13.48,2.37E+11,7768,Boomers
Argentina,ARG,1993,male,55-74 years,520,2171500,23.95,2.37E+11,7768,Silent
Argentina,ARG,1993,male,75+ years,229,413600,55.37,2.37E+11,7768,G.I. Generation
Argentina,ARG,1993,female,5-14 years,16,3269800,0.49,2.37E+11,7768,Millenials
Argentina,ARG,1993,female,15-24 years,73,2879300,2.54,2.37E+11,7768,Generation X
Argentina,ARG,1993,female,25-34 years,76,2347800,3.24,2.37E+11,7768,Boomers
Argentina,ARG,1993,female,35-54 years,144,3820400,3.77,2.37E+11,7768,Boomers
Argentina,ARG,1993,female,55-74 years,126,2568300,4.91,2.37E+11,7768,Silent
Argentina,ARG,1993,female,75+ years,58,698400,8.3,2.37E+11,7768,G.I. Generation
Argentina,ARG,1994,male,5-14 years,27,3363000,0.8,2.57E+11,8328,Millenials
Argentina,ARG,1994,male,15-24 years,250,3027200,8.26,2.57E+11,8328,Generation X
Argentina,ARG,1994,male,25-34 years,226,2369000,9.54,2.57E+11,8328,Boomers
Argentina,ARG,1994,male,35-54 years,527,3729600,14.13,2.57E+11,8328,Boomers
Argentina,ARG,1994,male,55-74 years,509,2192500,23.22,2.57E+11,8328,Silent
Argentina,ARG,1994,male,75+ years,192,423100,45.38,2.57E+11,8328,G.I. Generation
Argentina,ARG,1994,female,5-14 years,11,3262900,0.34,2.57E+11,8328,Millenials
Argentina,ARG,1994,female,15-24 years,98,2971300,3.3,2.57E+11,8328,Generation X
Argentina,ARG,1994,female,25-34 years,72,2369900,3.04,2.57E+11,8328,Boomers
Argentina,ARG,1994,female,35-54 years,160,3885600,4.12,2.57E+11,8328,Boomers
Argentina,ARG,1994,female,55-74 years,135,2597400,5.2,2.57E+11,8328,Silent
Argentina,ARG,1994,female,75+ years,34,719700,4.72,2.57E+11,8328,G.I. Generation
Argentina,ARG,1995,male,5-14 years,15,3363300,0.45,2.58E+11,8232,Millenials
Argentina,ARG,1995,male,15-24 years,277,3112100,8.9,2.58E+11,8232,Generation X
Argentina,ARG,1995,male,25-34 years,218,2404900,9.06,2.58E+11,8232,Generation X
Argentina,ARG,1995,male,35-54 years,485,3787800,12.8,2.58E+11,8232,Boomers
Argentina,ARG,1995,male,55-74 years,515,2214000,23.26,2.58E+11,8232,Silent
